Time(s)       Stress(out)        Total_Strain(in)       Visco-elastic_Strain    Visco-plastic_Strain 
 7.44500E+00  2.45801E-01  3.54700E-02  3.33992E-02  2.07076E-03 
 7.45000E+00  2.46398E-01  3.55580E-02  3.34872E-02  2.07077E-03 
 7.45500E+00  2.46956E-01  3.56400E-02  3.35692E-02  2.07078E-03 
 7.46000E+00  2.47468E-01  3.57150E-02  3.36442E-02  2.07079E-03 
 7.46500E+00  2.47926E-01  3.57820E-02  3.37112E-02  2.07079E-03 
 7.47000E+00  2.48343E-01  3.58430E-02  3.37722E-02  2.07080E-03 
 7.47500E+00  2.48706E-01  3.58960E-02  3.38252E-02  2.07081E-03 
 7.48000E+00  2.49028E-01  3.59430E-02  3.38722E-02  2.07082E-03 
 7.48500E+00  2.49294E-01  3.59820E-02  3.39112E-02  2.07083E-03 
 7.49000E+00  2.49519E-01  3.60150E-02  3.39442E-02  2.07084E-03 
 7.49500E+00  2.49689E-01  3.60400E-02  3.39691E-02  2.07085E-03 
 7.50000E+00  2.49810E-01  3.60580E-02  3.39871E-02  2.07086E-03 
 7.50500E+00  2.49882E-01  3.60690E-02  3.39981E-02  2.07087E-03 
 7.51000E+00  2.49912E-01  3.60740E-02  3.40031E-02  2.07088E-03 
 7.51500E+00  2.49886E-01  3.60710E-02  3.40001E-02  2.07089E-03 
 7.52000E+00  2.49811E-01  3.60610E-02  3.39901E-02  2.07090E-03 
 7.52500E+00  2.49687E-01  3.60440E-02  3.39731E-02  2.07091E-03 
 7.53000E+00  2.49514E-01  3.60200E-02  3.39491E-02  2.07091E-03 
 7.53500E+00  2.49293E-01  3.59890E-02  3.39181E-02  2.07092E-03 
 7.54000E+00  2.49023E-01  3.59510E-02  3.38801E-02  2.07093E-03 
 7.54500E+00  2.48706E-01  3.59060E-02  3.38351E-02  2.07094E-03 
 7.55000E+00  2.48340E-01  3.58540E-02  3.37830E-02  2.07095E-03 
 7.55500E+00  2.47926E-01  3.57950E-02  3.37240E-02  2.07096E-03 
 7.56000E+00  2.47465E-01  3.57290E-02  3.36580E-02  2.07097E-03 
 7.56500E+00  2.46957E-01  3.56560E-02  3.35850E-02  2.07098E-03 
 7.57000E+00  2.46402E-01  3.55760E-02  3.35050E-02  2.07099E-03 
 7.57500E+00  2.45801E-01  3.54890E-02  3.34180E-02  2.07100E-03 
 7.58000E+00  2.45155E-01  3.53950E-02  3.33240E-02  2.07101E-03 
 7.58500E+00  2.44463E-01  3.52940E-02  3.32230E-02  2.07102E-03 
 7.59000E+00  2.43726E-01  3.51860E-02  3.31150E-02  2.07102E-03 
 7.59500E+00  2.42952E-01  3.50720E-02  3.30010E-02  2.07103E-03 
 7.60000E+00  2.42127E-01  3.49500E-02  3.28790E-02  2.07104E-03 
 7.60500E+00  2.41266E-01  3.48220E-02  3.27509E-02  2.07105E-03 
 7.61000E+00  2.40362E-01  3.46870E-02  3.26159E-02  2.07106E-03 
 7.61500E+00  2.39423E-01  3.45460E-02  3.24749E-02  2.07107E-03 
 7.62000E+00  2.38442E-01  3.43980E-02  3.23269E-02  2.07108E-03 
 7.62500E+00  2.37421E-01  3.42430E-02  3.21719E-02  2.07109E-03 
 7.63000E+00  2.36365E-01  3.40820E-02  3.20109E-02  2.07110E-03 
 7.63500E+00  2.35270E-01  3.39140E-02  3.18429E-02  2.07111E-03 
 7.64000E+00  2.34142E-01  3.37400E-02  3.16689E-02  2.07111E-03 
 7.64500E+00  2.32982E-01  3.35600E-02  3.14889E-02  2.07112E-03 
 7.65000E+00  2.31789E-01  3.33740E-02  3.13029E-02  2.07113E-03 
 7.65500E+00  2.30560E-01  3.31810E-02  3.11099E-02  2.07114E-03 
 7.66000E+00  2.29305E-01  3.29830E-02  3.09119E-02  2.07115E-03 
 7.66500E+00  2.28021E-01  3.27790E-02  3.07078E-02  2.07116E-03 
 7.67000E+00  2.26712E-01  3.25700E-02  3.04988E-02  2.07117E-03 
 7.67500E+00  2.25368E-01  3.23540E-02  3.02828E-02  2.07118E-03 
 7.68000E+00  2.24007E-01  3.21340E-02  3.00628E-02  2.07118E-03 
 7.68500E+00  2.22617E-01  3.19080E-02  2.98368E-02  2.07119E-03 
 7.69000E+00  2.21211E-01  3.16780E-02  2.96068E-02  2.07120E-03 
 7.69500E+00  2.19776E-01  3.14420E-02  2.93708E-02  2.07121E-03 
 7.70000E+00  2.18326E-01  3.12020E-02  2.91308E-02  2.07122E-03 
 7.70500E+00  2.16859E-01  3.09580E-02  2.88868E-02  2.07123E-03 
 7.71000E+00  2.15371E-01  3.07090E-02  2.86378E-02  2.07124E-03 
 7.71500E+00  2.13873E-01  3.04570E-02  2.83858E-02  2.07124E-03 
 7.72000E+00  2.12360E-01  3.02010E-02  2.81297E-02  2.07125E-03 
 7.72500E+00  2.10830E-01  2.99410E-02  2.78697E-02  2.07126E-03 
 7.73000E+00  2.09291E-01  2.96780E-02  2.76067E-02  2.07127E-03 
 7.73500E+00  2.07748E-01  2.94130E-02  2.73417E-02  2.07128E-03 
 7.74000E+00  2.06195E-01  2.91450E-02  2.70737E-02  2.07129E-03 
 7.74500E+00  2.04631E-01  2.88740E-02  2.68027E-02  2.07130E-03 
 7.75000E+00  2.03068E-01  2.86020E-02  2.65307E-02  2.07130E-03 
 7.75500E+00  2.01495E-01  2.83270E-02  2.62557E-02  2.07131E-03 
 7.76000E+00  1.99927E-01  2.80520E-02  2.59807E-02  2.07132E-03 
 7.76500E+00  1.98355E-01  2.77750E-02  2.57037E-02  2.07133E-03 
 7.77000E+00  1.96787E-01  2.74980E-02  2.54267E-02  2.07134E-03 
 7.77500E+00  1.95219E-01  2.72200E-02  2.51487E-02  2.07135E-03 
 7.78000E+00  1.93662E-01  2.69430E-02  2.48716E-02  2.07135E-03 
 7.78500E+00  1.92103E-01  2.66650E-02  2.45936E-02  2.07136E-03 
 7.79000E+00  1.90559E-01  2.63890E-02  2.43176E-02  2.07137E-03 
 7.79500E+00  1.89018E-01  2.61130E-02  2.40416E-02  2.07138E-03 
 7.80000E+00  1.87492E-01  2.58390E-02  2.37676E-02  2.07139E-03 
 7.80500E+00  1.85979E-01  2.55670E-02  2.34956E-02  2.07140E-03 
 7.81000E+00  1.84479E-01  2.52970E-02  2.32256E-02  2.07141E-03 
 7.81500E+00  1.82993E-01  2.50290E-02  2.29576E-02  2.07142E-03 
 7.82000E+00  1.81524E-01  2.47640E-02  2.26926E-02  2.07142E-03 
 7.82500E+00  1.80073E-01  2.45020E-02  2.24306E-02  2.07143E-03 
 7.83000E+00  1.78639E-01  2.42430E-02  2.21716E-02  2.07144E-03 
 7.83500E+00  1.77227E-01  2.39880E-02  2.19165E-02  2.07145E-03 
 7.84000E+00  1.75842E-01  2.37380E-02  2.16665E-02  2.07146E-03 
 7.84500E+00  1.74474E-01  2.34910E-02  2.14195E-02  2.07147E-03 
 7.85000E+00  1.73138E-01  2.32500E-02  2.11785E-02  2.07148E-03 
 7.85500E+00  1.71823E-01  2.30130E-02  2.09415E-02  2.07149E-03 
 7.86000E+00  1.70540E-01  2.27820E-02  2.07105E-02  2.07149E-03 
 7.86500E+00  1.69284E-01  2.25560E-02  2.04845E-02  2.07150E-03 
 7.87000E+00  1.68058E-01  2.23360E-02  2.02645E-02  2.07151E-03 
 7.87500E+00  1.66864E-01  2.21220E-02  2.00505E-02  2.07152E-03 
 7.88000E+00  1.65702E-01  2.19140E-02  1.98425E-02  2.07153E-03 
 7.88500E+00  1.64576E-01  2.17130E-02  1.96415E-02  2.07154E-03 
 7.89000E+00  1.63481E-01  2.15180E-02  1.94464E-02  2.07155E-03 
 7.89500E+00  1.62424E-01  2.13300E-02  1.92584E-02  2.07156E-03 
 7.90000E+00  1.61403E-01  2.11490E-02  1.90774E-02  2.07157E-03 
 7.90500E+00  1.60420E-01  2.09750E-02  1.89034E-02  2.07158E-03 
 7.91000E+00  1.59479E-01  2.08090E-02  1.87374E-02  2.07159E-03 
 7.91500E+00  1.58576E-01  2.06500E-02  1.85784E-02  2.07160E-03 
 7.92000E+00  1.57710E-01  2.04980E-02  1.84264E-02  2.07161E-03 
 7.92500E+00  1.56893E-01  2.03550E-02  1.82834E-02  2.07162E-03 
 7.93000E+00  1.56114E-01  2.02190E-02  1.81474E-02  2.07163E-03 
 7.93500E+00  1.55379E-01  2.00910E-02  1.80194E-02  2.07164E-03 
 7.94000E+00  1.54688E-01  1.99710E-02  1.78994E-02  2.07165E-03 
 7.94500E+00  1.54036E-01  1.98580E-02  1.77863E-02  2.07166E-03 
 7.95000E+00  1.53435E-01  1.97540E-02  1.76823E-02  2.07167E-03 
 7.95500E+00  1.52884E-01  1.96590E-02  1.75873E-02  2.07168E-03 
 7.96000E+00  1.52373E-01  1.95710E-02  1.74993E-02  2.07169E-03 
 7.96500E+00  1.51913E-01  1.94920E-02  1.74203E-02  2.07170E-03 
 7.97000E+00  1.51499E-01  1.94210E-02  1.73493E-02  2.07171E-03 
 7.97500E+00  1.51131E-01  1.93580E-02  1.72863E-02  2.07172E-03 
 7.98000E+00  1.50809E-01  1.93030E-02  1.72313E-02  2.07173E-03 
 7.98500E+00  1.50540E-01  1.92570E-02  1.71853E-02  2.07175E-03 
 7.99000E+00  1.50317E-01  1.92190E-02  1.71472E-02  2.07176E-03 
 7.99500E+00  1.50147E-01  1.91900E-02  1.71182E-02  2.07177E-03 
 8.00000E+00  1.50023E-01  1.91690E-02  1.70972E-02  2.07178E-03 
 8.00500E+00  1.49953E-01  1.91570E-02  1.70852E-02  2.07179E-03 
 8.01000E+00  1.49923E-01  1.91520E-02  1.70802E-02  2.07180E-03 
 8.01500E+00  1.49947E-01  1.91560E-02  1.70842E-02  2.07181E-03 
 8.02000E+00  1.50023E-01  1.91690E-02  1.70972E-02  2.07182E-03 
 8.02500E+00  1.50147E-01  1.91900E-02  1.71182E-02  2.07183E-03 
 8.03000E+00  1.50317E-01  1.92190E-02  1.71472E-02  2.07184E-03 
 8.03500E+00  1.50540E-01  1.92570E-02  1.71851E-02  2.07185E-03 
 8.04000E+00  1.50809E-01  1.93030E-02  1.72311E-02  2.07186E-03 
 8.04500E+00  1.51131E-01  1.93580E-02  1.72861E-02  2.07188E-03 
 8.05000E+00  1.51493E-01  1.94200E-02  1.73481E-02  2.07189E-03 
 8.05500E+00  1.51907E-01  1.94910E-02  1.74191E-02  2.07190E-03 
 8.06000E+00  1.52372E-01  1.95710E-02  1.74991E-02  2.07191E-03 
 8.06500E+00  1.52883E-01  1.96590E-02  1.75871E-02  2.07192E-03 
 8.07000E+00  1.53434E-01  1.97540E-02  1.76821E-02  2.07193E-03 
 8.07500E+00  1.54035E-01  1.98580E-02  1.77861E-02  2.07194E-03 
 8.08000E+00  1.54686E-01  1.99710E-02  1.78991E-02  2.07195E-03 
 8.08500E+00  1.55376E-01  2.00910E-02  1.80190E-02  2.07196E-03 
 8.09000E+00  1.56110E-01  2.02190E-02  1.81470E-02  2.07197E-03 
 8.09500E+00  1.56888E-01  2.03550E-02  1.82830E-02  2.07198E-03 
 8.10000E+00  1.57709E-01  2.04990E-02  1.84270E-02  2.07199E-03 
 8.10500E+00  1.58574E-01  2.06510E-02  1.85790E-02  2.07200E-03 
 8.11000E+00  1.59476E-01  2.08100E-02  1.87380E-02  2.07201E-03 
 8.11500E+00  1.60416E-01  2.09760E-02  1.89040E-02  2.07202E-03 
 8.12000E+00  1.61398E-01  2.11500E-02  1.90780E-02  2.07203E-03 
 8.12500E+00  1.62417E-01  2.13310E-02  1.92590E-02  2.07204E-03 
 8.13000E+00  1.63478E-01  2.15200E-02  1.94480E-02  2.07205E-03 
 8.13500E+00  1.64571E-01  2.17150E-02  1.96429E-02  2.07206E-03 
 8.14000E+00  1.65701E-01  2.19170E-02  1.98449E-02  2.07207E-03 
 8.14500E+00  1.66861E-01  2.21250E-02  2.00529E-02  2.07207E-03 
 8.15000E+00  1.68053E-01  2.23390E-02  2.02669E-02  2.07208E-03 
 8.15500E+00  1.69282E-01  2.25600E-02  2.04879E-02  2.07209E-03 
 8.16000E+00  1.70536E-01  2.27860E-02  2.07139E-02  2.07210E-03 
 8.16500E+00  1.71822E-01  2.30180E-02  2.09459E-02  2.07211E-03 
 8.17000E+00  1.73135E-01  2.32550E-02  2.11829E-02  2.07212E-03 
 8.17500E+00  1.74474E-01  2.34970E-02  2.14249E-02  2.07213E-03 
 8.18000E+00  1.75839E-01  2.37440E-02  2.16719E-02  2.07214E-03 
 8.18500E+00  1.77227E-01  2.39950E-02  2.19229E-02  2.07215E-03 
 8.19000E+00  1.78636E-01  2.42500E-02  2.21778E-02  2.07216E-03 
 8.19500E+00  1.80067E-01  2.45090E-02  2.24368E-02  2.07216E-03 
 8.20000E+00  1.81521E-01  2.47720E-02  2.26998E-02  2.07217E-03 
 8.20500E+00  1.82987E-01  2.50370E-02  2.29648E-02  2.07218E-03 
 8.21000E+00  1.84470E-01  2.53050E-02  2.32328E-02  2.07219E-03 
 8.21500E+00  1.85972E-01  2.55760E-02  2.35038E-02  2.07220E-03 
 8.22000E+00  1.87487E-01  2.58490E-02  2.37768E-02  2.07221E-03 
 8.22500E+00  1.89016E-01  2.61240E-02  2.40518E-02  2.07222E-03 
 8.23000E+00  1.90554E-01  2.64000E-02  2.43278E-02  2.07222E-03 
 8.23500E+00  1.92100E-01  2.66770E-02  2.46048E-02  2.07223E-03 
 8.24000E+00  1.93656E-01  2.69550E-02  2.48828E-02  2.07224E-03 
 8.24500E+00  1.95216E-01  2.72330E-02  2.51607E-02  2.07225E-03 
 8.25000E+00  1.96780E-01  2.75110E-02  2.54387E-02  2.07226E-03 
 8.25500E+00  1.98350E-01  2.77890E-02  2.57167E-02  2.07227E-03 
 8.26000E+00  1.99919E-01  2.80660E-02  2.59937E-02  2.07228E-03 
 8.26500E+00  2.01494E-01  2.83430E-02  2.62707E-02  2.07228E-03 
 8.27000E+00  2.03058E-01  2.86170E-02  2.65447E-02  2.07229E-03 
 8.27500E+00  2.04623E-01  2.88900E-02  2.68177E-02  2.07230E-03 
 8.28000E+00  2.06189E-01  2.91620E-02  2.70897E-02  2.07231E-03 
 8.28500E+00  2.07738E-01  2.94300E-02  2.73577E-02  2.07232E-03 
 8.29000E+00  2.09289E-01  2.96970E-02  2.76247E-02  2.07233E-03 
 8.29500E+00  2.10825E-01  2.99600E-02  2.78877E-02  2.07233E-03 
 8.30000E+00  2.12350E-01  3.02200E-02  2.81477E-02  2.07234E-03 
 8.30500E+00  2.13866E-01  3.04770E-02  2.84046E-02  2.07235E-03 
 8.31000E+00  2.15365E-01  3.07300E-02  2.86576E-02  2.07236E-03 
 8.31500E+00  2.16850E-01  3.09790E-02  2.89066E-02  2.07237E-03 
 8.32000E+00  2.18318E-01  3.12240E-02  2.91516E-02  2.07238E-03 
 8.32500E+00  2.19770E-01  3.14650E-02  2.93926E-02  2.07239E-03 
 8.33000E+00  2.21200E-01  3.17010E-02  2.96286E-02  2.07239E-03 
 8.33500E+00  2.22615E-01  3.19330E-02  2.98606E-02  2.07240E-03 
 8.34000E+00  2.24000E-01  3.21590E-02  3.00866E-02  2.07241E-03 
 8.34500E+00  2.25363E-01  3.23800E-02  3.03076E-02  2.07242E-03 
 8.35000E+00  2.26702E-01  3.25960E-02  3.05236E-02  2.07243E-03 
 8.35500E+00  2.28012E-01  3.28060E-02  3.07336E-02  2.07244E-03 
 8.36000E+00  2.29298E-01  3.30110E-02  3.09386E-02  2.07245E-03 
 8.36500E+00  2.30554E-01  3.32100E-02  3.11375E-02  2.07246E-03 
 8.37000E+00  2.31778E-01  3.34030E-02  3.13305E-02  2.07246E-03 
 8.37500E+00  2.32972E-01  3.35900E-02  3.15175E-02  2.07247E-03 
 8.38000E+00  2.34133E-01  3.37710E-02  3.16985E-02  2.07248E-03 
 8.38500E+00  2.35262E-01  3.39460E-02  3.18735E-02  2.07249E-03 
 8.39000E+00  2.36352E-01  3.41140E-02  3.20415E-02  2.07250E-03 
 8.39500E+00  2.37408E-01  3.42760E-02  3.22035E-02  2.07251E-03 
 8.40000E+00  2.38431E-01  3.44320E-02  3.23595E-02  2.07252E-03 
 8.40500E+00  2.39412E-01  3.45810E-02  3.25085E-02  2.07253E-03 
 8.41000E+00  2.40352E-01  3.47230E-02  3.26505E-02  2.07254E-03 
 8.41500E+00  2.41256E-01  3.48590E-02  3.27865E-02  2.07254E-03 
 8.42000E+00  2.42117E-01  3.49880E-02  3.29154E-02  2.07255E-03 
 8.42500E+00  2.42942E-01  3.51110E-02  3.30384E-02  2.07256E-03 
 8.43000E+00  2.43716E-01  3.52260E-02  3.31534E-02  2.07257E-03 
 8.43500E+00  2.44453E-01  3.53350E-02  3.32624E-02  2.07258E-03 
 8.44000E+00  2.45145E-01  3.54370E-02  3.33644E-02  2.07259E-03 
 8.44500E+00  2.45791E-01  3.55320E-02  3.34594E-02  2.07260E-03 
 8.45000E+00  2.46391E-01  3.56200E-02  3.35474E-02  2.07261E-03 
 8.45500E+00  2.46945E-01  3.57010E-02  3.36284E-02  2.07262E-03 
 8.46000E+00  2.47453E-01  3.57750E-02  3.37024E-02  2.07263E-03 
 8.46500E+00  2.47913E-01  3.58420E-02  3.37694E-02  2.07264E-03 
 8.47000E+00  2.48325E-01  3.59020E-02  3.38294E-02  2.07264E-03 
 8.47500E+00  2.48697E-01  3.59560E-02  3.38833E-02  2.07265E-03 
 8.48000E+00  2.49013E-01  3.60020E-02  3.39293E-02  2.07266E-03 
 8.48500E+00  2.49281E-01  3.60410E-02  3.39683E-02  2.07267E-03 
 8.49000E+00  2.49501E-01  3.60730E-02  3.40003E-02  2.07268E-03 
 8.49500E+00  2.49679E-01  3.60990E-02  3.40263E-02  2.07269E-03 
 8.50000E+00  2.49800E-01  3.61170E-02  3.40443E-02  2.07270E-03 
 8.50500E+00  2.49873E-01  3.61280E-02  3.40553E-02  2.07271E-03 
 8.51000E+00  2.49896E-01  3.61320E-02  3.40593E-02  2.07272E-03 
 8.51500E+00  2.49870E-01  3.61290E-02  3.40563E-02  2.07273E-03 
 8.52000E+00  2.49796E-01  3.61190E-02  3.40463E-02  2.07274E-03 
 8.52500E+00  2.49672E-01  3.61020E-02  3.40293E-02  2.07275E-03 
 8.53000E+00  2.49506E-01  3.60790E-02  3.40062E-02  2.07276E-03 
 8.53500E+00  2.49284E-01  3.60480E-02  3.39752E-02  2.07276E-03 
 8.54000E+00  2.49013E-01  3.60100E-02  3.39372E-02  2.07277E-03 
 8.54500E+00  2.48694E-01  3.59650E-02  3.38922E-02  2.07278E-03 
 8.55000E+00  2.48327E-01  3.59130E-02  3.38402E-02  2.07279E-03 
 8.55500E+00  2.47912E-01  3.58540E-02  3.37812E-02  2.07280E-03 
 8.56000E+00  2.47450E-01  3.57880E-02  3.37152E-02  2.07281E-03 
 8.56500E+00  2.46940E-01  3.57150E-02  3.36422E-02  2.07282E-03 
 8.57000E+00  2.46390E-01  3.56360E-02  3.35632E-02  2.07283E-03 
 8.57500E+00  2.45787E-01  3.55490E-02  3.34762E-02  2.07284E-03 
 8.58000E+00  2.45138E-01  3.54550E-02  3.33822E-02  2.07285E-03 
 8.58500E+00  2.44450E-01  3.53550E-02  3.32821E-02  2.07286E-03 
 8.59000E+00  2.43717E-01  3.52480E-02  3.31751E-02  2.07286E-03 
 8.59500E+00  2.42939E-01  3.51340E-02  3.30611E-02  2.07287E-03 
 8.60000E+00  2.42118E-01  3.50130E-02  3.29401E-02  2.07288E-03 
 8.60500E+00  2.41253E-01  3.48850E-02  3.28121E-02  2.07289E-03 
 8.61000E+00  2.40352E-01  3.47510E-02  3.26781E-02  2.07290E-03 
 8.61500E+00  2.39409E-01  3.46100E-02  3.25371E-02  2.07291E-03 
 8.62000E+00  2.38430E-01  3.44630E-02  3.23901E-02  2.07292E-03 
 8.62500E+00  2.37410E-01  3.43090E-02  3.22361E-02  2.07293E-03 
 8.63000E+00  2.36349E-01  3.41480E-02  3.20751E-02  2.07294E-03 
 8.63500E+00  2.35262E-01  3.39820E-02  3.19091E-02  2.07295E-03 
 8.64000E+00  2.34134E-01  3.38090E-02  3.17360E-02  2.07295E-03 
 8.64500E+00  2.32968E-01  3.36290E-02  3.15560E-02  2.07296E-03 
 8.65000E+00  2.31776E-01  3.34440E-02  3.13710E-02  2.07297E-03 
 8.65500E+00  2.30552E-01  3.32530E-02  3.11800E-02  2.07298E-03 
 8.66000E+00  2.29297E-01  3.30560E-02  3.09830E-02  2.07299E-03 
 8.66500E+00  2.28011E-01  3.28530E-02  3.07800E-02  2.07300E-03 
 8.67000E+00  2.26695E-01  3.26440E-02  3.05710E-02  2.07301E-03 
 8.67500E+00  2.25361E-01  3.24310E-02  3.03580E-02  2.07302E-03 
 8.68000E+00  2.23998E-01  3.22120E-02  3.01390E-02  2.07302E-03 
 8.68500E+00  2.22606E-01  3.19870E-02  2.99140E-02  2.07303E-03 
 8.69000E+00  2.21196E-01  3.17580E-02  2.96850E-02  2.07304E-03 
 8.69500E+00  2.19765E-01  3.15240E-02  2.94510E-02  2.07305E-03 
 8.70000E+00  2.18316E-01  3.12860E-02  2.92129E-02  2.07306E-03 
 8.70500E+00  2.16846E-01  3.10430E-02  2.89699E-02  2.07307E-03 
 8.71000E+00  2.15365E-01  3.07970E-02  2.87239E-02  2.07308E-03 
 8.71500E+00  2.13862E-01  3.05460E-02  2.84729E-02  2.07308E-03 
 8.72000E+00  2.12349E-01  3.02920E-02  2.82189E-02  2.07309E-03 
 8.72500E+00  2.10819E-01  3.00340E-02  2.79609E-02  2.07310E-03 
 8.73000E+00  2.09280E-01  2.97730E-02  2.76999E-02  2.07311E-03 
 8.73500E+00  2.07736E-01  2.95100E-02  2.74369E-02  2.07312E-03 
 8.74000E+00  2.06181E-01  2.92440E-02  2.71709E-02  2.07313E-03 
 8.74500E+00  2.04622E-01  2.89760E-02  2.69029E-02  2.07313E-03 
 8.75000E+00  2.03057E-01  2.87060E-02  2.66329E-02  2.07314E-03 
 8.75500E+00  2.01487E-01  2.84340E-02  2.63608E-02  2.07315E-03 
 8.76000E+00  1.99917E-01  2.81610E-02  2.60878E-02  2.07316E-03 
 8.76500E+00  1.98346E-01  2.78870E-02  2.58138E-02  2.07317E-03 
 8.77000E+00  1.96776E-01  2.76120E-02  2.55388E-02  2.07318E-03 
 8.77500E+00  1.95209E-01  2.73370E-02  2.52638E-02  2.07319E-03 
 8.78000E+00  1.93647E-01  2.70620E-02  2.49888E-02  2.07319E-03 
 8.78500E+00  1.92095E-01  2.67880E-02  2.47148E-02  2.07320E-03 
 8.79000E+00  1.90546E-01  2.65140E-02  2.44408E-02  2.07321E-03 
 8.79500E+00  1.89011E-01  2.62420E-02  2.41688E-02  2.07322E-03 
 8.80000E+00  1.87485E-01  2.59710E-02  2.38978E-02  2.07323E-03 
 8.80500E+00  1.85966E-01  2.57010E-02  2.36278E-02  2.07324E-03 
 8.81000E+00  1.84467E-01  2.54340E-02  2.33608E-02  2.07325E-03 
 8.81500E+00  1.82979E-01  2.51690E-02  2.30957E-02  2.07325E-03 
 8.82000E+00  1.81509E-01  2.49070E-02  2.28337E-02  2.07326E-03 
 8.82500E+00  1.80063E-01  2.46490E-02  2.25757E-02  2.07327E-03 
 8.83000E+00  1.78627E-01  2.43930E-02  2.23197E-02  2.07328E-03 
 8.83500E+00  1.77220E-01  2.41420E-02  2.20687E-02  2.07329E-03 
 8.84000E+00  1.75828E-01  2.38940E-02  2.18207E-02  2.07330E-03 
 8.84500E+00  1.74464E-01  2.36510E-02  2.15777E-02  2.07331E-03 
 8.85000E+00  1.73127E-01  2.34130E-02  2.13397E-02  2.07332E-03 
 8.85500E+00  1.71816E-01  2.31800E-02  2.11067E-02  2.07332E-03 
 8.86000E+00  1.70532E-01  2.29520E-02  2.08787E-02  2.07333E-03 
 8.86500E+00  1.69273E-01  2.27290E-02  2.06557E-02  2.07334E-03 
 8.87000E+00  1.68047E-01  2.25120E-02  2.04386E-02  2.07335E-03 
 8.87500E+00  1.66852E-01  2.23010E-02  2.02276E-02  2.07336E-03 
 8.88000E+00  1.65688E-01  2.20960E-02  2.00226E-02  2.07337E-03 
 8.88500E+00  1.64562E-01  2.18980E-02  1.98246E-02  2.07338E-03 
 8.89000E+00  1.63467E-01  2.17060E-02  1.96326E-02  2.07339E-03 
 8.89500E+00  1.62409E-01  2.15210E-02  1.94476E-02  2.07340E-03 
 8.90000E+00  1.61389E-01  2.13430E-02  1.92696E-02  2.07341E-03 
 8.90500E+00  1.60406E-01  2.11720E-02  1.90986E-02  2.07342E-03 
 8.91000E+00  1.59467E-01  2.10090E-02  1.89356E-02  2.07343E-03 
 8.91500E+00  1.58565E-01  2.08530E-02  1.87796E-02  2.07344E-03 
 8.92000E+00  1.57701E-01  2.07040E-02  1.86306E-02  2.07345E-03 
 8.92500E+00  1.56882E-01  2.05630E-02  1.84895E-02  2.07346E-03 
 8.93000E+00  1.56100E-01  2.04290E-02  1.83555E-02  2.07347E-03 
 8.93500E+00  1.55364E-01  2.03030E-02  1.82295E-02  2.07348E-03 
 8.94000E+00  1.54672E-01  2.01850E-02  1.81115E-02  2.07349E-03 
 8.94500E+00  1.54025E-01  2.00750E-02  1.80015E-02  2.07350E-03 
 8.95000E+00  1.53424E-01  1.99730E-02  1.78995E-02  2.07351E-03 
 8.95500E+00  1.52869E-01  1.98790E-02  1.78055E-02  2.07352E-03 
 8.96000E+00  1.52360E-01  1.97930E-02  1.77195E-02  2.07353E-03 
 8.96500E+00  1.51897E-01  1.97150E-02  1.76415E-02  2.07354E-03 
 8.97000E+00  1.51487E-01  1.96460E-02  1.75724E-02  2.07355E-03 
 8.97500E+00  1.51118E-01  1.95840E-02  1.75104E-02  2.07356E-03 
 8.98000E+00  1.50802E-01  1.95310E-02  1.74574E-02  2.07357E-03 
 8.98500E+00  1.50533E-01  1.94860E-02  1.74124E-02  2.07358E-03 
 8.99000E+00  1.50306E-01  1.94480E-02  1.73744E-02  2.07359E-03 
 8.99500E+00  1.50138E-01  1.94200E-02  1.73464E-02  2.07360E-03 
 9.00000E+00  1.50013E-01  1.93990E-02  1.73254E-02  2.07362E-03 
 9.00500E+00  1.49941E-01  1.93870E-02  1.73134E-02  2.07363E-03 
 9.01000E+00  1.49912E-01  1.93820E-02  1.73084E-02  2.07364E-03 
 9.01500E+00  1.49936E-01  1.93860E-02  1.73124E-02  2.07365E-03 
 9.02000E+00  1.50014E-01  1.93990E-02  1.73253E-02  2.07366E-03 
 9.02500E+00  1.50134E-01  1.94190E-02  1.73453E-02  2.07367E-03 
 9.03000E+00  1.50308E-01  1.94480E-02  1.73743E-02  2.07368E-03 
 9.03500E+00  1.50530E-01  1.94850E-02  1.74113E-02  2.07369E-03 
 9.04000E+00  1.50799E-01  1.95300E-02  1.74563E-02  2.07370E-03 
 9.04500E+00  1.51116E-01  1.95830E-02  1.75093E-02  2.07371E-03 
 9.05000E+00  1.51485E-01  1.96450E-02  1.75713E-02  2.07372E-03 
 9.05500E+00  1.51896E-01  1.97140E-02  1.76403E-02  2.07373E-03 
 9.06000E+00  1.52359E-01  1.97920E-02  1.77183E-02  2.07374E-03 
 9.06500E+00  1.52868E-01  1.98780E-02  1.78042E-02  2.07376E-03 
 9.07000E+00  1.53424E-01  1.99720E-02  1.78982E-02  2.07377E-03 
 9.07500E+00  1.54025E-01  2.00740E-02  1.80002E-02  2.07378E-03 
 9.08000E+00  1.54671E-01  2.01840E-02  1.81102E-02  2.07379E-03 
 9.08500E+00  1.55363E-01  2.03020E-02  1.82282E-02  2.07380E-03 
 9.09000E+00  1.56099E-01  2.04280E-02  1.83542E-02  2.07381E-03 
 9.09500E+00  1.56879E-01  2.05620E-02  1.84882E-02  2.07382E-03 
 9.10000E+00  1.57699E-01  2.07030E-02  1.86292E-02  2.07383E-03 
