Time(s)       Stress(out)        Total_Strain(in)       Visco-elastic_Strain    Visco-plastic_Strain 
 4.12500E+00  1.62462E-01  2.03460E-02  1.82814E-02  2.06464E-03 
 4.13000E+00  1.63518E-01  2.05500E-02  1.84854E-02  2.06464E-03 
 4.13500E+00  1.64609E-01  2.07610E-02  1.86963E-02  2.06465E-03 
 4.14000E+00  1.65741E-01  2.09800E-02  1.89153E-02  2.06466E-03 
 4.14500E+00  1.66898E-01  2.12040E-02  1.91393E-02  2.06467E-03 
 4.15000E+00  1.68095E-01  2.14360E-02  1.93713E-02  2.06468E-03 
 4.15500E+00  1.69319E-01  2.16730E-02  1.96083E-02  2.06469E-03 
 4.16000E+00  1.70578E-01  2.19170E-02  1.98523E-02  2.06470E-03 
 4.16500E+00  1.71863E-01  2.21660E-02  2.01013E-02  2.06471E-03 
 4.17000E+00  1.73174E-01  2.24200E-02  2.03553E-02  2.06472E-03 
 4.17500E+00  1.74512E-01  2.26790E-02  2.06143E-02  2.06473E-03 
 4.18000E+00  1.75876E-01  2.29430E-02  2.08783E-02  2.06474E-03 
 4.18500E+00  1.77263E-01  2.32110E-02  2.11463E-02  2.06475E-03 
 4.19000E+00  1.78677E-01  2.34840E-02  2.14192E-02  2.06475E-03 
 4.19500E+00  1.80108E-01  2.37600E-02  2.16952E-02  2.06476E-03 
 4.20000E+00  1.81558E-01  2.40390E-02  2.19742E-02  2.06477E-03 
 4.20500E+00  1.83026E-01  2.43210E-02  2.22562E-02  2.06478E-03 
 4.21000E+00  1.84513E-01  2.46060E-02  2.25412E-02  2.06479E-03 
 4.21500E+00  1.86014E-01  2.48930E-02  2.28282E-02  2.06480E-03 
 4.22000E+00  1.87529E-01  2.51820E-02  2.31172E-02  2.06481E-03 
 4.22500E+00  1.89054E-01  2.54720E-02  2.34072E-02  2.06482E-03 
 4.23000E+00  1.90595E-01  2.57640E-02  2.36992E-02  2.06482E-03 
 4.23500E+00  1.92141E-01  2.60560E-02  2.39912E-02  2.06483E-03 
 4.24000E+00  1.93697E-01  2.63490E-02  2.42842E-02  2.06484E-03 
 4.24500E+00  1.95260E-01  2.66420E-02  2.45771E-02  2.06485E-03 
 4.25000E+00  1.96824E-01  2.69340E-02  2.48691E-02  2.06486E-03 
 4.25500E+00  1.98389E-01  2.72250E-02  2.51601E-02  2.06487E-03 
 4.26000E+00  1.99961E-01  2.75160E-02  2.54511E-02  2.06488E-03 
 4.26500E+00  2.01530E-01  2.78050E-02  2.57401E-02  2.06488E-03 
 4.27000E+00  2.03102E-01  2.80930E-02  2.60281E-02  2.06489E-03 
 4.27500E+00  2.04665E-01  2.83780E-02  2.63131E-02  2.06490E-03 
 4.28000E+00  2.06230E-01  2.86620E-02  2.65971E-02  2.06491E-03 
 4.28500E+00  2.07782E-01  2.89420E-02  2.68771E-02  2.06492E-03 
 4.29000E+00  2.09332E-01  2.92200E-02  2.71551E-02  2.06493E-03 
 4.29500E+00  2.10869E-01  2.94940E-02  2.74291E-02  2.06494E-03 
 4.30000E+00  2.12391E-01  2.97640E-02  2.76991E-02  2.06494E-03 
 4.30500E+00  2.13912E-01  3.00320E-02  2.79670E-02  2.06495E-03 
 4.31000E+00  2.15408E-01  3.02940E-02  2.82290E-02  2.06496E-03 
 4.31500E+00  2.16896E-01  3.05530E-02  2.84880E-02  2.06497E-03 
 4.32000E+00  2.18364E-01  3.08070E-02  2.87420E-02  2.06498E-03 
 4.32500E+00  2.19813E-01  3.10560E-02  2.89910E-02  2.06499E-03 
 4.33000E+00  2.21248E-01  3.13010E-02  2.92360E-02  2.06500E-03 
 4.33500E+00  2.22656E-01  3.15400E-02  2.94750E-02  2.06501E-03 
 4.34000E+00  2.24044E-01  3.17740E-02  2.97090E-02  2.06501E-03 
 4.34500E+00  2.25412E-01  3.20030E-02  2.99380E-02  2.06502E-03 
 4.35000E+00  2.26746E-01  3.22250E-02  3.01600E-02  2.06503E-03 
 4.35500E+00  2.28058E-01  3.24420E-02  3.03770E-02  2.06504E-03 
 4.36000E+00  2.29342E-01  3.26530E-02  3.05880E-02  2.06505E-03 
 4.36500E+00  2.30598E-01  3.28580E-02  3.07929E-02  2.06506E-03 
 4.37000E+00  2.31825E-01  3.30570E-02  3.09919E-02  2.06507E-03 
 4.37500E+00  2.33022E-01  3.32500E-02  3.11849E-02  2.06508E-03 
 4.38000E+00  2.34182E-01  3.34360E-02  3.13709E-02  2.06509E-03 
 4.38500E+00  2.35312E-01  3.36160E-02  3.15509E-02  2.06509E-03 
 4.39000E+00  2.36404E-01  3.37890E-02  3.17239E-02  2.06510E-03 
 4.39500E+00  2.37459E-01  3.39550E-02  3.18899E-02  2.06511E-03 
 4.40000E+00  2.38480E-01  3.41150E-02  3.20499E-02  2.06512E-03 
 4.40500E+00  2.39462E-01  3.42680E-02  3.22029E-02  2.06513E-03 
 4.41000E+00  2.40404E-01  3.44140E-02  3.23489E-02  2.06514E-03 
 4.41500E+00  2.41306E-01  3.45530E-02  3.24879E-02  2.06515E-03 
 4.42000E+00  2.42166E-01  3.46850E-02  3.26198E-02  2.06516E-03 
 4.42500E+00  2.42990E-01  3.48110E-02  3.27458E-02  2.06517E-03 
 4.43000E+00  2.43766E-01  3.49290E-02  3.28638E-02  2.06518E-03 
 4.43500E+00  2.44498E-01  3.50400E-02  3.29748E-02  2.06518E-03 
 4.44000E+00  2.45193E-01  3.51450E-02  3.30798E-02  2.06519E-03 
 4.44500E+00  2.45838E-01  3.52420E-02  3.31768E-02  2.06520E-03 
 4.45000E+00  2.46437E-01  3.53320E-02  3.32668E-02  2.06521E-03 
 4.45500E+00  2.46992E-01  3.54150E-02  3.33498E-02  2.06522E-03 
 4.46000E+00  2.47501E-01  3.54910E-02  3.34258E-02  2.06523E-03 
 4.46500E+00  2.47963E-01  3.55600E-02  3.34948E-02  2.06524E-03 
 4.47000E+00  2.48380E-01  3.56220E-02  3.35568E-02  2.06525E-03 
 4.47500E+00  2.48742E-01  3.56760E-02  3.36107E-02  2.06526E-03 
 4.48000E+00  2.49065E-01  3.57240E-02  3.36587E-02  2.06527E-03 
 4.48500E+00  2.49333E-01  3.57640E-02  3.36987E-02  2.06528E-03 
 4.49000E+00  2.49553E-01  3.57970E-02  3.37317E-02  2.06529E-03 
 4.49500E+00  2.49725E-01  3.58230E-02  3.37577E-02  2.06530E-03 
 4.50000E+00  2.49850E-01  3.58420E-02  3.37767E-02  2.06531E-03 
 4.50500E+00  2.49926E-01  3.58540E-02  3.37887E-02  2.06531E-03 
 4.51000E+00  2.49947E-01  3.58580E-02  3.37927E-02  2.06532E-03 
 4.51500E+00  2.49920E-01  3.58550E-02  3.37897E-02  2.06533E-03 
 4.52000E+00  2.49852E-01  3.58460E-02  3.37807E-02  2.06534E-03 
 4.52500E+00  2.49729E-01  3.58290E-02  3.37636E-02  2.06535E-03 
 4.53000E+00  2.49557E-01  3.58050E-02  3.37396E-02  2.06536E-03 
 4.53500E+00  2.49331E-01  3.57730E-02  3.37076E-02  2.06537E-03 
 4.54000E+00  2.49064E-01  3.57350E-02  3.36696E-02  2.06538E-03 
 4.54500E+00  2.48742E-01  3.56890E-02  3.36236E-02  2.06539E-03 
 4.55000E+00  2.48380E-01  3.56370E-02  3.35716E-02  2.06540E-03 
 4.55500E+00  2.47965E-01  3.55770E-02  3.35116E-02  2.06541E-03 
 4.56000E+00  2.47503E-01  3.55100E-02  3.34446E-02  2.06542E-03 
 4.56500E+00  2.46994E-01  3.54360E-02  3.33706E-02  2.06543E-03 
 4.57000E+00  2.46440E-01  3.53550E-02  3.32896E-02  2.06544E-03 
 4.57500E+00  2.45834E-01  3.52660E-02  3.32006E-02  2.06544E-03 
 4.58000E+00  2.45190E-01  3.51710E-02  3.31055E-02  2.06545E-03 
 4.58500E+00  2.44501E-01  3.50690E-02  3.30035E-02  2.06546E-03 
 4.59000E+00  2.43762E-01  3.49590E-02  3.28935E-02  2.06547E-03 
 4.59500E+00  2.42986E-01  3.48430E-02  3.27775E-02  2.06548E-03 
 4.60000E+00  2.42167E-01  3.47200E-02  3.26545E-02  2.06549E-03 
 4.60500E+00  2.41306E-01  3.45900E-02  3.25245E-02  2.06550E-03 
 4.61000E+00  2.40404E-01  3.44530E-02  3.23875E-02  2.06551E-03 
 4.61500E+00  2.39461E-01  3.43090E-02  3.22435E-02  2.06552E-03 
 4.62000E+00  2.38477E-01  3.41580E-02  3.20925E-02  2.06553E-03 
 4.62500E+00  2.37460E-01  3.40010E-02  3.19355E-02  2.06554E-03 
 4.63000E+00  2.36397E-01  3.38360E-02  3.17705E-02  2.06554E-03 
 4.63500E+00  2.35309E-01  3.36660E-02  3.16004E-02  2.06555E-03 
 4.64000E+00  2.34176E-01  3.34880E-02  3.14224E-02  2.06556E-03 
 4.64500E+00  2.33018E-01  3.33050E-02  3.12394E-02  2.06557E-03 
 4.65000E+00  2.31824E-01  3.31150E-02  3.10494E-02  2.06558E-03 
 4.65500E+00  2.30600E-01  3.29190E-02  3.08534E-02  2.06559E-03 
 4.66000E+00  2.29340E-01  3.27160E-02  3.06504E-02  2.06560E-03 
 4.66500E+00  2.28057E-01  3.25080E-02  3.04424E-02  2.06561E-03 
 4.67000E+00  2.26746E-01  3.22940E-02  3.02284E-02  2.06562E-03 
 4.67500E+00  2.25406E-01  3.20740E-02  3.00084E-02  2.06562E-03 
 4.68000E+00  2.24039E-01  3.18480E-02  2.97824E-02  2.06563E-03 
 4.68500E+00  2.22657E-01  3.16180E-02  2.95524E-02  2.06564E-03 
 4.69000E+00  2.21241E-01  3.13810E-02  2.93153E-02  2.06565E-03 
 4.69500E+00  2.19811E-01  3.11400E-02  2.90743E-02  2.06566E-03 
 4.70000E+00  2.18360E-01  3.08940E-02  2.88283E-02  2.06567E-03 
 4.70500E+00  2.16889E-01  3.06430E-02  2.85773E-02  2.06568E-03 
 4.71000E+00  2.15404E-01  3.03880E-02  2.83223E-02  2.06568E-03 
 4.71500E+00  2.13905E-01  3.01290E-02  2.80633E-02  2.06569E-03 
 4.72000E+00  2.12391E-01  2.98660E-02  2.78003E-02  2.06570E-03 
 4.72500E+00  2.10864E-01  2.95990E-02  2.75333E-02  2.06571E-03 
 4.73000E+00  2.09328E-01  2.93290E-02  2.72633E-02  2.06572E-03 
 4.73500E+00  2.07778E-01  2.90550E-02  2.69893E-02  2.06573E-03 
 4.74000E+00  2.06225E-01  2.87790E-02  2.67133E-02  2.06574E-03 
 4.74500E+00  2.04663E-01  2.85000E-02  2.64343E-02  2.06575E-03 
 4.75000E+00  2.03098E-01  2.82190E-02  2.61532E-02  2.06575E-03 
 4.75500E+00  2.01530E-01  2.79360E-02  2.58702E-02  2.06576E-03 
 4.76000E+00  1.99958E-01  2.76510E-02  2.55852E-02  2.06577E-03 
 4.76500E+00  1.98388E-01  2.73650E-02  2.52992E-02  2.06578E-03 
 4.77000E+00  1.96818E-01  2.70780E-02  2.50122E-02  2.06579E-03 
 4.77500E+00  1.95255E-01  2.67910E-02  2.47252E-02  2.06580E-03 
 4.78000E+00  1.93693E-01  2.65030E-02  2.44372E-02  2.06581E-03 
 4.78500E+00  1.92136E-01  2.62150E-02  2.41492E-02  2.06581E-03 
 4.79000E+00  1.90589E-01  2.59280E-02  2.38622E-02  2.06582E-03 
 4.79500E+00  1.89053E-01  2.56420E-02  2.35762E-02  2.06583E-03 
 4.80000E+00  1.87526E-01  2.53570E-02  2.32912E-02  2.06584E-03 
 4.80500E+00  1.86009E-01  2.50730E-02  2.30072E-02  2.06585E-03 
 4.81000E+00  1.84506E-01  2.47910E-02  2.27251E-02  2.06586E-03 
 4.81500E+00  1.83022E-01  2.45120E-02  2.24461E-02  2.06587E-03 
 4.82000E+00  1.81551E-01  2.42350E-02  2.21691E-02  2.06587E-03 
 4.82500E+00  1.80103E-01  2.39620E-02  2.18961E-02  2.06588E-03 
 4.83000E+00  1.78668E-01  2.36910E-02  2.16251E-02  2.06589E-03 
 4.83500E+00  1.77261E-01  2.34250E-02  2.13591E-02  2.06590E-03 
 4.84000E+00  1.75871E-01  2.31620E-02  2.10961E-02  2.06591E-03 
 4.84500E+00  1.74508E-01  2.29040E-02  2.08381E-02  2.06592E-03 
 4.85000E+00  1.73167E-01  2.26500E-02  2.05841E-02  2.06593E-03 
 4.85500E+00  1.71857E-01  2.24020E-02  2.03361E-02  2.06594E-03 
 4.86000E+00  1.70569E-01  2.21580E-02  2.00921E-02  2.06595E-03 
 4.86500E+00  1.69311E-01  2.19200E-02  1.98540E-02  2.06596E-03 
 4.87000E+00  1.68090E-01  2.16890E-02  1.96230E-02  2.06596E-03 
 4.87500E+00  1.66895E-01  2.14630E-02  1.93970E-02  2.06597E-03 
 4.88000E+00  1.65730E-01  2.12430E-02  1.91770E-02  2.06598E-03 
 4.88500E+00  1.64601E-01  2.10300E-02  1.89640E-02  2.06599E-03 
 4.89000E+00  1.63508E-01  2.08240E-02  1.87580E-02  2.06600E-03 
 4.89500E+00  1.62451E-01  2.06250E-02  1.85590E-02  2.06601E-03 
 4.90000E+00  1.61434E-01  2.04340E-02  1.83680E-02  2.06602E-03 
 4.90500E+00  1.60448E-01  2.02490E-02  1.81830E-02  2.06603E-03 
 4.91000E+00  1.59509E-01  2.00730E-02  1.80070E-02  2.06604E-03 
 4.91500E+00  1.58605E-01  1.99040E-02  1.78379E-02  2.06605E-03 
 4.92000E+00  1.57742E-01  1.97430E-02  1.76769E-02  2.06606E-03 
 4.92500E+00  1.56921E-01  1.95900E-02  1.75239E-02  2.06607E-03 
 4.93000E+00  1.56141E-01  1.94450E-02  1.73789E-02  2.06608E-03 
 4.93500E+00  1.55409E-01  1.93090E-02  1.72429E-02  2.06609E-03 
 4.94000E+00  1.54718E-01  1.91810E-02  1.71149E-02  2.06610E-03 
 4.94500E+00  1.54069E-01  1.90610E-02  1.69949E-02  2.06611E-03 
 4.95000E+00  1.53467E-01  1.89500E-02  1.68839E-02  2.06612E-03 
 4.95500E+00  1.52914E-01  1.88480E-02  1.67819E-02  2.06613E-03 
 4.96000E+00  1.52403E-01  1.87540E-02  1.66879E-02  2.06614E-03 
 4.96500E+00  1.51945E-01  1.86700E-02  1.66038E-02  2.06616E-03 
 4.97000E+00  1.51531E-01  1.85940E-02  1.65278E-02  2.06617E-03 
 4.97500E+00  1.51159E-01  1.85260E-02  1.64598E-02  2.06618E-03 
 4.98000E+00  1.50842E-01  1.84680E-02  1.64018E-02  2.06619E-03 
 4.98500E+00  1.50573E-01  1.84190E-02  1.63528E-02  2.06620E-03 
 4.99000E+00  1.50354E-01  1.83790E-02  1.63128E-02  2.06621E-03 
 4.99500E+00  1.50178E-01  1.83470E-02  1.62808E-02  2.06622E-03 
 5.00000E+00  1.50056E-01  1.83250E-02  1.62588E-02  2.06623E-03 
 5.00500E+00  1.49984E-01  1.83120E-02  1.62458E-02  2.06624E-03 
 5.01000E+00  1.49956E-01  1.83070E-02  1.62407E-02  2.06625E-03 
 5.01500E+00  1.49982E-01  1.83120E-02  1.62457E-02  2.06626E-03 
 5.02000E+00  1.50058E-01  1.83260E-02  1.62597E-02  2.06628E-03 
 5.02500E+00  1.50177E-01  1.83480E-02  1.62817E-02  2.06629E-03 
 5.03000E+00  1.50351E-01  1.83800E-02  1.63137E-02  2.06630E-03 
 5.03500E+00  1.50574E-01  1.84210E-02  1.63547E-02  2.06631E-03 
 5.04000E+00  1.50840E-01  1.84700E-02  1.64037E-02  2.06632E-03 
 5.04500E+00  1.51161E-01  1.85290E-02  1.64627E-02  2.06633E-03 
 5.05000E+00  1.51525E-01  1.85960E-02  1.65297E-02  2.06634E-03 
 5.05500E+00  1.51943E-01  1.86730E-02  1.66066E-02  2.06635E-03 
 5.06000E+00  1.52404E-01  1.87580E-02  1.66916E-02  2.06636E-03 
 5.06500E+00  1.52912E-01  1.88520E-02  1.67856E-02  2.06637E-03 
 5.07000E+00  1.53469E-01  1.89550E-02  1.68886E-02  2.06638E-03 
 5.07500E+00  1.54068E-01  1.90660E-02  1.69996E-02  2.06639E-03 
 5.08000E+00  1.54715E-01  1.91860E-02  1.71196E-02  2.06640E-03 
 5.08500E+00  1.55409E-01  1.93150E-02  1.72486E-02  2.06641E-03 
 5.09000E+00  1.56139E-01  1.94510E-02  1.73846E-02  2.06642E-03 
 5.09500E+00  1.56921E-01  1.95970E-02  1.75306E-02  2.06643E-03 
 5.10000E+00  1.57740E-01  1.97500E-02  1.76836E-02  2.06644E-03 
 5.10500E+00  1.58600E-01  1.99110E-02  1.78445E-02  2.06645E-03 
 5.11000E+00  1.59506E-01  2.00810E-02  1.80145E-02  2.06646E-03 
 5.11500E+00  1.60449E-01  2.02580E-02  1.81915E-02  2.06647E-03 
 5.12000E+00  1.61432E-01  2.04430E-02  1.83765E-02  2.06648E-03 
 5.12500E+00  1.62451E-01  2.06350E-02  1.85685E-02  2.06649E-03 
 5.13000E+00  1.63511E-01  2.08350E-02  1.87685E-02  2.06650E-03 
 5.13500E+00  1.64601E-01  2.10410E-02  1.89745E-02  2.06651E-03 
 5.14000E+00  1.65727E-01  2.12540E-02  1.91875E-02  2.06652E-03 
 5.14500E+00  1.66888E-01  2.14740E-02  1.94075E-02  2.06653E-03 
 5.15000E+00  1.68086E-01  2.17010E-02  1.96345E-02  2.06654E-03 
 5.15500E+00  1.69309E-01  2.19330E-02  1.98665E-02  2.06655E-03 
 5.16000E+00  1.70568E-01  2.21720E-02  2.01054E-02  2.06656E-03 
 5.16500E+00  1.71854E-01  2.24160E-02  2.03494E-02  2.06657E-03 
 5.17000E+00  1.73165E-01  2.26650E-02  2.05984E-02  2.06658E-03 
 5.17500E+00  1.74503E-01  2.29190E-02  2.08524E-02  2.06659E-03 
 5.18000E+00  1.75868E-01  2.31780E-02  2.11114E-02  2.06659E-03 
 5.18500E+00  1.77255E-01  2.34410E-02  2.13744E-02  2.06660E-03 
 5.19000E+00  1.78664E-01  2.37080E-02  2.16414E-02  2.06661E-03 
 5.19500E+00  1.80101E-01  2.39800E-02  2.19134E-02  2.06662E-03 
 5.20000E+00  1.81550E-01  2.42540E-02  2.21874E-02  2.06663E-03 
 5.20500E+00  1.83017E-01  2.45310E-02  2.24644E-02  2.06664E-03 
 5.21000E+00  1.84503E-01  2.48110E-02  2.27444E-02  2.06665E-03 
 5.21500E+00  1.86003E-01  2.50930E-02  2.30263E-02  2.06666E-03 
 5.22000E+00  1.87522E-01  2.53780E-02  2.33113E-02  2.06667E-03 
 5.22500E+00  1.89045E-01  2.56630E-02  2.35963E-02  2.06667E-03 
 5.23000E+00  1.90583E-01  2.59500E-02  2.38833E-02  2.06668E-03 
 5.23500E+00  1.92131E-01  2.62380E-02  2.41713E-02  2.06669E-03 
 5.24000E+00  1.93684E-01  2.65260E-02  2.44593E-02  2.06670E-03 
 5.24500E+00  1.95248E-01  2.68150E-02  2.47483E-02  2.06671E-03 
 5.25000E+00  1.96813E-01  2.71030E-02  2.50363E-02  2.06672E-03 
 5.25500E+00  1.98384E-01  2.73910E-02  2.53243E-02  2.06673E-03 
 5.26000E+00  1.99951E-01  2.76770E-02  2.56103E-02  2.06673E-03 
 5.26500E+00  2.01524E-01  2.79630E-02  2.58963E-02  2.06674E-03 
 5.27000E+00  2.03094E-01  2.82470E-02  2.61802E-02  2.06675E-03 
 5.27500E+00  2.04655E-01  2.85280E-02  2.64612E-02  2.06676E-03 
 5.28000E+00  2.06218E-01  2.88080E-02  2.67412E-02  2.06677E-03 
 5.28500E+00  2.07772E-01  2.90850E-02  2.70182E-02  2.06678E-03 
 5.29000E+00  2.09318E-01  2.93590E-02  2.72922E-02  2.06679E-03 
 5.29500E+00  2.10855E-01  2.96300E-02  2.75632E-02  2.06679E-03 
 5.30000E+00  2.12384E-01  2.98980E-02  2.78312E-02  2.06680E-03 
 5.30500E+00  2.13899E-01  3.01620E-02  2.80952E-02  2.06681E-03 
 5.31000E+00  2.15400E-01  3.04220E-02  2.83552E-02  2.06682E-03 
 5.31500E+00  2.16887E-01  3.06780E-02  2.86112E-02  2.06683E-03 
 5.32000E+00  2.18353E-01  3.09290E-02  2.88622E-02  2.06684E-03 
 5.32500E+00  2.19805E-01  3.11760E-02  2.91092E-02  2.06685E-03 
 5.33000E+00  2.21236E-01  3.14180E-02  2.93511E-02  2.06685E-03 
 5.33500E+00  2.22647E-01  3.16550E-02  2.95881E-02  2.06686E-03 
 5.34000E+00  2.24036E-01  3.18870E-02  2.98201E-02  2.06687E-03 
 5.34500E+00  2.25398E-01  3.21130E-02  3.00461E-02  2.06688E-03 
 5.35000E+00  2.26738E-01  3.23340E-02  3.02671E-02  2.06689E-03 
 5.35500E+00  2.28050E-01  3.25490E-02  3.04821E-02  2.06690E-03 
 5.36000E+00  2.29334E-01  3.27580E-02  3.06911E-02  2.06691E-03 
 5.36500E+00  2.30588E-01  3.29610E-02  3.08941E-02  2.06692E-03 
 5.37000E+00  2.31812E-01  3.31580E-02  3.10911E-02  2.06692E-03 
 5.37500E+00  2.33007E-01  3.33490E-02  3.12821E-02  2.06693E-03 
 5.38000E+00  2.34171E-01  3.35340E-02  3.14671E-02  2.06694E-03 
 5.38500E+00  2.35297E-01  3.37120E-02  3.16450E-02  2.06695E-03 
 5.39000E+00  2.36392E-01  3.38840E-02  3.18170E-02  2.06696E-03 
 5.39500E+00  2.37448E-01  3.40490E-02  3.19820E-02  2.06697E-03 
 5.40000E+00  2.38464E-01  3.42070E-02  3.21400E-02  2.06698E-03 
 5.40500E+00  2.39447E-01  3.43590E-02  3.22920E-02  2.06699E-03 
 5.41000E+00  2.40390E-01  3.45040E-02  3.24370E-02  2.06700E-03 
 5.41500E+00  2.41291E-01  3.46420E-02  3.25750E-02  2.06701E-03 
 5.42000E+00  2.42157E-01  3.47740E-02  3.27070E-02  2.06701E-03 
 5.42500E+00  2.42975E-01  3.48980E-02  3.28310E-02  2.06702E-03 
 5.43000E+00  2.43756E-01  3.50160E-02  3.29490E-02  2.06703E-03 
 5.43500E+00  2.44486E-01  3.51260E-02  3.30590E-02  2.06704E-03 
 5.44000E+00  2.45180E-01  3.52300E-02  3.31629E-02  2.06705E-03 
 5.44500E+00  2.45829E-01  3.53270E-02  3.32599E-02  2.06706E-03 
 5.45000E+00  2.46426E-01  3.54160E-02  3.33489E-02  2.06707E-03 
 5.45500E+00  2.46984E-01  3.54990E-02  3.34319E-02  2.06708E-03 
 5.46000E+00  2.47490E-01  3.55740E-02  3.35069E-02  2.06709E-03 
 5.46500E+00  2.47949E-01  3.56420E-02  3.35749E-02  2.06710E-03 
 5.47000E+00  2.48368E-01  3.57040E-02  3.36369E-02  2.06711E-03 
 5.47500E+00  2.48734E-01  3.57580E-02  3.36909E-02  2.06712E-03 
 5.48000E+00  2.49052E-01  3.58050E-02  3.37379E-02  2.06712E-03 
 5.48500E+00  2.49322E-01  3.58450E-02  3.37779E-02  2.06713E-03 
 5.49000E+00  2.49544E-01  3.58780E-02  3.38109E-02  2.06714E-03 
 5.49500E+00  2.49711E-01  3.59030E-02  3.38358E-02  2.06715E-03 
 5.50000E+00  2.49837E-01  3.59220E-02  3.38548E-02  2.06716E-03 
 5.50500E+00  2.49914E-01  3.59340E-02  3.38668E-02  2.06717E-03 
 5.51000E+00  2.49936E-01  3.59380E-02  3.38708E-02  2.06718E-03 
 5.51500E+00  2.49909E-01  3.59350E-02  3.38678E-02  2.06719E-03 
 5.52000E+00  2.49834E-01  3.59250E-02  3.38578E-02  2.06720E-03 
 5.52500E+00  2.49711E-01  3.59080E-02  3.38408E-02  2.06721E-03 
 5.53000E+00  2.49539E-01  3.58840E-02  3.38168E-02  2.06722E-03 
 5.53500E+00  2.49319E-01  3.58530E-02  3.37858E-02  2.06723E-03 
 5.54000E+00  2.49051E-01  3.58150E-02  3.37478E-02  2.06724E-03 
 5.54500E+00  2.48735E-01  3.57700E-02  3.37028E-02  2.06725E-03 
 5.55000E+00  2.48365E-01  3.57170E-02  3.36497E-02  2.06725E-03 
 5.55500E+00  2.47947E-01  3.56570E-02  3.35897E-02  2.06726E-03 
 5.56000E+00  2.47490E-01  3.55910E-02  3.35237E-02  2.06727E-03 
 5.56500E+00  2.46979E-01  3.55170E-02  3.34497E-02  2.06728E-03 
 5.57000E+00  2.46423E-01  3.54360E-02  3.33687E-02  2.06729E-03 
 5.57500E+00  2.45827E-01  3.53490E-02  3.32817E-02  2.06730E-03 
 5.58000E+00  2.45179E-01  3.52540E-02  3.31867E-02  2.06731E-03 
 5.58500E+00  2.44487E-01  3.51520E-02  3.30847E-02  2.06732E-03 
 5.59000E+00  2.43750E-01  3.50430E-02  3.29757E-02  2.06733E-03 
 5.59500E+00  2.42977E-01  3.49280E-02  3.28607E-02  2.06734E-03 
 5.60000E+00  2.42154E-01  3.48050E-02  3.27377E-02  2.06735E-03 
 5.60500E+00  2.41295E-01  3.46760E-02  3.26086E-02  2.06736E-03 
 5.61000E+00  2.40387E-01  3.45390E-02  3.24716E-02  2.06736E-03 
 5.61500E+00  2.39444E-01  3.43960E-02  3.23286E-02  2.06737E-03 
 5.62000E+00  2.38467E-01  3.42470E-02  3.21796E-02  2.06738E-03 
 5.62500E+00  2.37444E-01  3.40900E-02  3.20226E-02  2.06739E-03 
 5.63000E+00  2.36387E-01  3.39270E-02  3.18596E-02  2.06740E-03 
 5.63500E+00  2.35292E-01  3.37570E-02  3.16896E-02  2.06741E-03 
 5.64000E+00  2.34164E-01  3.35810E-02  3.15136E-02  2.06742E-03 
 5.64500E+00  2.33005E-01  3.33990E-02  3.13316E-02  2.06743E-03 
 5.65000E+00  2.31808E-01  3.32100E-02  3.11426E-02  2.06744E-03 
 5.65500E+00  2.30588E-01  3.30160E-02  3.09486E-02  2.06744E-03 
 5.66000E+00  2.29331E-01  3.28150E-02  3.07475E-02  2.06745E-03 
 5.66500E+00  2.28044E-01  3.26080E-02  3.05405E-02  2.06746E-03 
 5.67000E+00  2.26735E-01  3.23960E-02  3.03285E-02  2.06747E-03 
 5.67500E+00  2.25391E-01  3.21770E-02  3.01095E-02  2.06748E-03 
 5.68000E+00  2.24031E-01  3.19540E-02  2.98865E-02  2.06749E-03 
 5.68500E+00  2.22643E-01  3.17250E-02  2.96575E-02  2.06750E-03 
 5.69000E+00  2.21233E-01  3.14910E-02  2.94235E-02  2.06751E-03 
 5.69500E+00  2.19802E-01  3.12520E-02  2.91845E-02  2.06751E-03 
 5.70000E+00  2.18350E-01  3.10080E-02  2.89405E-02  2.06752E-03 
 5.70500E+00  2.16884E-01  3.07600E-02  2.86925E-02  2.06753E-03 
 5.71000E+00  2.15396E-01  3.05070E-02  2.84395E-02  2.06754E-03 
 5.71500E+00  2.13894E-01  3.02500E-02  2.81825E-02  2.06755E-03 
 5.72000E+00  2.12377E-01  2.99890E-02  2.79214E-02  2.06756E-03 
 5.72500E+00  2.10851E-01  2.97250E-02  2.76574E-02  2.06757E-03 
 5.73000E+00  2.09317E-01  2.94580E-02  2.73904E-02  2.06757E-03 
 5.73500E+00  2.07767E-01  2.91870E-02  2.71194E-02  2.06758E-03 
 5.74000E+00  2.06214E-01  2.89140E-02  2.68464E-02  2.06759E-03 
 5.74500E+00  2.04652E-01  2.86380E-02  2.65704E-02  2.06760E-03 
 5.75000E+00  2.03086E-01  2.83600E-02  2.62924E-02  2.06761E-03 
 5.75500E+00  2.01517E-01  2.80800E-02  2.60124E-02  2.06762E-03 
 5.76000E+00  1.99948E-01  2.77990E-02  2.57314E-02  2.06763E-03 
 5.76500E+00  1.98375E-01  2.75160E-02  2.54484E-02  2.06763E-03 
 5.77000E+00  1.96808E-01  2.72330E-02  2.51654E-02  2.06764E-03 
 5.77500E+00  1.95242E-01  2.69490E-02  2.48813E-02  2.06765E-03 
 5.78000E+00  1.93681E-01  2.66650E-02  2.45973E-02  2.06766E-03 
