Time(s)       Stress(in)        Total_Strain(out)       Visco-elastic_Strain    Visco-plastic_Strain 
 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 
 1.00000E-02  6.50000E-02  4.35796E-03  4.35796E-03  0.00000E+00 
 2.00000E-02  1.30000E-01  1.16824E-02  8.34098E-03  3.34146E-03 
 3.00000E-02  1.30000E-01  1.16869E-02  8.34535E-03  3.34151E-03 
 4.00000E-02  1.30000E-01  1.16912E-02  8.34970E-03  3.34155E-03 
 5.00000E-02  1.30000E-01  1.16956E-02  8.35403E-03  3.34159E-03 
 6.00000E-02  1.30000E-01  1.17000E-02  8.35835E-03  3.34163E-03 
 7.00000E-02  1.30000E-01  1.17043E-02  8.36265E-03  3.34168E-03 
 8.00000E-02  1.30000E-01  1.17086E-02  8.36693E-03  3.34172E-03 
 9.00000E-02  1.30000E-01  1.17130E-02  8.37120E-03  3.34176E-03 
 1.00000E-01  1.30000E-01  1.17173E-02  8.37545E-03  3.34180E-03 
 1.10000E-01  1.30000E-01  1.17215E-02  8.37968E-03  3.34185E-03 
 1.20000E-01  1.30000E-01  1.17258E-02  8.38390E-03  3.34189E-03 
 1.30000E-01  1.30000E-01  1.17300E-02  8.38811E-03  3.34193E-03 
 1.40000E-01  1.30000E-01  1.17343E-02  8.39229E-03  3.34198E-03 
 1.50000E-01  1.30000E-01  1.17385E-02  8.39646E-03  3.34202E-03 
 1.60000E-01  1.30000E-01  1.17427E-02  8.40062E-03  3.34206E-03 
 1.70000E-01  1.30000E-01  1.17469E-02  8.40476E-03  3.34210E-03 
 1.80000E-01  1.30000E-01  1.17510E-02  8.40888E-03  3.34215E-03 
 1.90000E-01  1.30000E-01  1.17552E-02  8.41299E-03  3.34219E-03 
 2.00000E-01  1.30000E-01  1.17593E-02  8.41709E-03  3.34223E-03 
 2.10000E-01  1.30000E-01  1.17634E-02  8.42116E-03  3.34227E-03 
 2.20000E-01  1.30000E-01  1.17675E-02  8.42523E-03  3.34232E-03 
 2.30000E-01  1.30000E-01  1.17716E-02  8.42927E-03  3.34236E-03 
 2.40000E-01  1.30000E-01  1.17757E-02  8.43331E-03  3.34240E-03 
 2.50000E-01  1.30000E-01  1.17798E-02  8.43732E-03  3.34244E-03 
 2.60000E-01  1.30000E-01  1.17838E-02  8.44133E-03  3.34249E-03 
 2.70000E-01  1.30000E-01  1.17878E-02  8.44531E-03  3.34253E-03 
 2.80000E-01  1.30000E-01  1.17919E-02  8.44929E-03  3.34257E-03 
 2.90000E-01  1.30000E-01  1.17959E-02  8.45324E-03  3.34261E-03 
 3.00000E-01  1.30000E-01  1.17998E-02  8.45719E-03  3.34266E-03 
 3.10000E-01  1.30000E-01  1.18038E-02  8.46111E-03  3.34270E-03 
 3.20000E-01  1.30000E-01  1.18078E-02  8.46503E-03  3.34274E-03 
 3.30000E-01  1.30000E-01  1.18117E-02  8.46893E-03  3.34278E-03 
 3.40000E-01  1.30000E-01  1.18156E-02  8.47281E-03  3.34283E-03 
 3.50000E-01  1.30000E-01  1.18195E-02  8.47668E-03  3.34287E-03 
 3.60000E-01  1.30000E-01  1.18234E-02  8.48054E-03  3.34291E-03 
 3.70000E-01  1.30000E-01  1.18273E-02  8.48438E-03  3.34295E-03 
 3.80000E-01  1.30000E-01  1.18312E-02  8.48820E-03  3.34300E-03 
 3.90000E-01  1.30000E-01  1.18351E-02  8.49202E-03  3.34304E-03 
 4.00000E-01  1.30000E-01  1.18389E-02  8.49582E-03  3.34308E-03 
 4.10000E-01  1.30000E-01  1.18427E-02  8.49960E-03  3.34312E-03 
 4.20000E-01  1.30000E-01  1.18465E-02  8.50337E-03  3.34317E-03 
 4.30000E-01  1.30000E-01  1.18503E-02  8.50713E-03  3.34321E-03 
 4.40000E-01  1.30000E-01  1.18541E-02  8.51087E-03  3.34325E-03 
 4.50000E-01  1.30000E-01  1.18579E-02  8.51460E-03  3.34329E-03 
 4.60000E-01  1.30000E-01  1.18617E-02  8.51831E-03  3.34334E-03 
 4.70000E-01  1.30000E-01  1.18654E-02  8.52202E-03  3.34338E-03 
 4.80000E-01  1.30000E-01  1.18691E-02  8.52570E-03  3.34342E-03 
 4.90000E-01  1.30000E-01  1.18728E-02  8.52938E-03  3.34346E-03 
 5.00000E-01  1.30000E-01  1.18765E-02  8.53304E-03  3.34351E-03 
 5.10000E-01  1.30000E-01  1.18802E-02  8.53669E-03  3.34355E-03 
 5.20000E-01  1.30000E-01  1.18839E-02  8.54032E-03  3.34359E-03 
 5.30000E-01  1.30000E-01  1.18876E-02  8.54394E-03  3.34363E-03 
 5.40000E-01  1.30000E-01  1.18912E-02  8.54755E-03  3.34368E-03 
 5.50000E-01  1.30000E-01  1.18949E-02  8.55114E-03  3.34372E-03 
 5.60000E-01  1.30000E-01  1.18985E-02  8.55472E-03  3.34376E-03 
 5.70000E-01  1.30000E-01  1.19021E-02  8.55829E-03  3.34380E-03 
 5.80000E-01  1.30000E-01  1.19057E-02  8.56185E-03  3.34385E-03 
 5.90000E-01  1.30000E-01  1.19093E-02  8.56539E-03  3.34389E-03 
 6.00000E-01  1.30000E-01  1.19128E-02  8.56892E-03  3.34393E-03 
 6.10000E-01  1.30000E-01  1.19164E-02  8.57243E-03  3.34397E-03 
 6.20000E-01  1.30000E-01  1.19200E-02  8.57594E-03  3.34402E-03 
 6.30000E-01  1.30000E-01  1.19235E-02  8.57943E-03  3.34406E-03 
 6.40000E-01  1.30000E-01  1.19270E-02  8.58291E-03  3.34410E-03 
 6.50000E-01  1.30000E-01  1.19305E-02  8.58637E-03  3.34414E-03 
 6.60000E-01  1.30000E-01  1.19340E-02  8.58982E-03  3.34419E-03 
 6.70000E-01  1.30000E-01  1.19375E-02  8.59327E-03  3.34423E-03 
 6.80000E-01  1.30000E-01  1.19410E-02  8.59669E-03  3.34427E-03 
 6.90000E-01  1.30000E-01  1.19444E-02  8.60011E-03  3.34431E-03 
 7.00000E-01  1.30000E-01  1.19479E-02  8.60351E-03  3.34436E-03 
 7.10000E-01  1.30000E-01  1.19513E-02  8.60690E-03  3.34440E-03 
 7.20000E-01  1.30000E-01  1.19547E-02  8.61028E-03  3.34444E-03 
 7.30000E-01  1.30000E-01  1.19581E-02  8.61365E-03  3.34448E-03 
 7.40000E-01  1.30000E-01  1.19615E-02  8.61700E-03  3.34453E-03 
 7.50000E-01  1.30000E-01  1.19649E-02  8.62035E-03  3.34457E-03 
 7.60000E-01  1.30000E-01  1.19683E-02  8.62368E-03  3.34461E-03 
 7.70000E-01  1.30000E-01  1.19716E-02  8.62699E-03  3.34465E-03 
 7.80000E-01  1.30000E-01  1.19750E-02  8.63030E-03  3.34470E-03 
 7.90000E-01  1.30000E-01  1.19783E-02  8.63360E-03  3.34474E-03 
 8.00000E-01  1.30000E-01  1.19817E-02  8.63688E-03  3.34478E-03 
 8.10000E-01  1.30000E-01  1.19850E-02  8.64015E-03  3.34482E-03 
 8.20000E-01  1.30000E-01  1.19883E-02  8.64341E-03  3.34487E-03 
 8.30000E-01  1.30000E-01  1.19916E-02  8.64666E-03  3.34491E-03 
 8.40000E-01  1.30000E-01  1.19948E-02  8.64989E-03  3.34495E-03 
 8.50000E-01  1.30000E-01  1.19981E-02  8.65312E-03  3.34499E-03 
 8.60000E-01  1.30000E-01  1.20014E-02  8.65633E-03  3.34504E-03 
 8.70000E-01  1.30000E-01  1.20046E-02  8.65953E-03  3.34508E-03 
 8.80000E-01  1.30000E-01  1.20078E-02  8.66272E-03  3.34512E-03 
 8.90000E-01  1.30000E-01  1.20111E-02  8.66590E-03  3.34516E-03 
 9.00000E-01  1.30000E-01  1.20143E-02  8.66907E-03  3.34521E-03 
 9.10000E-01  1.30000E-01  1.20175E-02  8.67223E-03  3.34525E-03 
 9.20000E-01  1.30000E-01  1.20207E-02  8.67537E-03  3.34529E-03 
 9.30000E-01  1.30000E-01  1.20238E-02  8.67851E-03  3.34533E-03 
 9.40000E-01  1.30000E-01  1.20270E-02  8.68163E-03  3.34538E-03 
 9.50000E-01  1.30000E-01  1.20302E-02  8.68474E-03  3.34542E-03 
 9.60000E-01  1.30000E-01  1.20333E-02  8.68785E-03  3.34546E-03 
 9.70000E-01  1.30000E-01  1.20364E-02  8.69094E-03  3.34550E-03 
 9.80000E-01  1.30000E-01  1.20396E-02  8.69402E-03  3.34555E-03 
 9.90000E-01  1.30000E-01  1.20427E-02  8.69708E-03  3.34559E-03 
 1.00000E+00  1.30000E-01  1.20458E-02  8.70014E-03  3.34563E-03 
 1.01000E+00  1.30000E-01  1.20489E-02  8.70319E-03  3.34567E-03 
 1.02000E+00  1.30000E-01  1.20519E-02  8.70623E-03  3.34572E-03 
 1.03000E+00  1.30000E-01  1.20550E-02  8.70925E-03  3.34576E-03 
 1.04000E+00  1.30000E-01  1.20581E-02  8.71227E-03  3.34580E-03 
 1.05000E+00  1.30000E-01  1.20611E-02  8.71527E-03  3.34584E-03 
 1.06000E+00  1.30000E-01  1.20642E-02  8.71827E-03  3.34589E-03 
 1.07000E+00  1.30000E-01  1.20672E-02  8.72125E-03  3.34593E-03 
 1.08000E+00  1.30000E-01  1.20702E-02  8.72422E-03  3.34597E-03 
 1.09000E+00  1.30000E-01  1.20732E-02  8.72719E-03  3.34601E-03 
 1.10000E+00  1.30000E-01  1.20762E-02  8.73014E-03  3.34606E-03 
 1.11000E+00  1.30000E-01  1.20792E-02  8.73308E-03  3.34610E-03 
 1.12000E+00  1.30000E-01  1.20822E-02  8.73601E-03  3.34614E-03 
 1.13000E+00  1.30000E-01  1.20851E-02  8.73894E-03  3.34618E-03 
 1.14000E+00  1.30000E-01  1.20881E-02  8.74185E-03  3.34622E-03 
 1.15000E+00  1.30000E-01  1.20910E-02  8.74475E-03  3.34627E-03 
 1.16000E+00  1.30000E-01  1.20940E-02  8.74764E-03  3.34631E-03 
 1.17000E+00  1.30000E-01  1.20969E-02  8.75052E-03  3.34635E-03 
 1.18000E+00  1.30000E-01  1.20998E-02  8.75340E-03  3.34639E-03 
 1.19000E+00  1.30000E-01  1.21027E-02  8.75626E-03  3.34644E-03 
 1.20000E+00  1.30000E-01  1.21056E-02  8.75911E-03  3.34648E-03 
 1.21000E+00  1.30000E-01  1.21085E-02  8.76195E-03  3.34652E-03 
 1.22000E+00  1.30000E-01  1.21114E-02  8.76479E-03  3.34656E-03 
 1.23000E+00  1.30000E-01  1.21142E-02  8.76761E-03  3.34661E-03 
 1.24000E+00  1.30000E-01  1.21171E-02  8.77042E-03  3.34665E-03 
 1.25000E+00  1.30000E-01  1.21199E-02  8.77323E-03  3.34669E-03 
 1.26000E+00  1.30000E-01  1.21228E-02  8.77602E-03  3.34673E-03 
 1.27000E+00  1.30000E-01  1.21256E-02  8.77880E-03  3.34678E-03 
 1.28000E+00  1.30000E-01  1.21284E-02  8.78158E-03  3.34682E-03 
 1.29000E+00  1.30000E-01  1.21312E-02  8.78435E-03  3.34686E-03 
 1.30000E+00  1.30000E-01  1.21340E-02  8.78710E-03  3.34690E-03 
 1.31000E+00  1.30000E-01  1.21368E-02  8.78985E-03  3.34695E-03 
 1.32000E+00  1.30000E-01  1.21396E-02  8.79259E-03  3.34699E-03 
 1.33000E+00  1.30000E-01  1.21423E-02  8.79531E-03  3.34703E-03 
 1.34000E+00  1.30000E-01  1.21451E-02  8.79803E-03  3.34707E-03 
 1.35000E+00  1.30000E-01  1.21479E-02  8.80074E-03  3.34712E-03 
 1.36000E+00  1.30000E-01  1.21506E-02  8.80344E-03  3.34716E-03 
 1.37000E+00  1.30000E-01  1.21533E-02  8.80613E-03  3.34720E-03 
 1.38000E+00  1.30000E-01  1.21561E-02  8.80882E-03  3.34724E-03 
 1.39000E+00  1.30000E-01  1.21588E-02  8.81149E-03  3.34728E-03 
 1.40000E+00  1.30000E-01  1.21615E-02  8.81415E-03  3.34733E-03 
 1.41000E+00  1.30000E-01  1.21642E-02  8.81681E-03  3.34737E-03 
 1.42000E+00  1.30000E-01  1.21669E-02  8.81946E-03  3.34741E-03 
 1.43000E+00  1.30000E-01  1.21695E-02  8.82209E-03  3.34745E-03 
 1.44000E+00  1.30000E-01  1.21722E-02  8.82472E-03  3.34750E-03 
 1.45000E+00  1.30000E-01  1.21749E-02  8.82734E-03  3.34754E-03 
 1.46000E+00  1.30000E-01  1.21775E-02  8.82995E-03  3.34758E-03 
 1.47000E+00  1.30000E-01  1.21802E-02  8.83255E-03  3.34762E-03 
 1.48000E+00  1.30000E-01  1.21828E-02  8.83515E-03  3.34767E-03 
 1.49000E+00  1.30000E-01  1.21854E-02  8.83773E-03  3.34771E-03 
 1.50000E+00  1.30000E-01  1.21881E-02  8.84031E-03  3.34775E-03 
 1.51000E+00  1.30000E-01  1.21907E-02  8.84288E-03  3.34779E-03 
 1.52000E+00  1.30000E-01  1.21933E-02  8.84544E-03  3.34784E-03 
 1.53000E+00  1.30000E-01  1.21959E-02  8.84799E-03  3.34788E-03 
 1.54000E+00  1.30000E-01  1.21984E-02  8.85053E-03  3.34792E-03 
 1.55000E+00  1.30000E-01  1.22010E-02  8.85306E-03  3.34796E-03 
 1.56000E+00  1.30000E-01  1.22036E-02  8.85559E-03  3.34800E-03 
 1.57000E+00  1.30000E-01  1.22062E-02  8.85811E-03  3.34805E-03 
 1.58000E+00  1.30000E-01  1.22087E-02  8.86061E-03  3.34809E-03 
 1.59000E+00  1.30000E-01  1.22112E-02  8.86311E-03  3.34813E-03 
 1.60000E+00  1.30000E-01  1.22138E-02  8.86561E-03  3.34817E-03 
 1.61000E+00  1.30000E-01  1.22163E-02  8.86809E-03  3.34822E-03 
 1.62000E+00  1.30000E-01  1.22188E-02  8.87057E-03  3.34826E-03 
 1.63000E+00  1.30000E-01  1.22213E-02  8.87303E-03  3.34830E-03 
 1.64000E+00  1.30000E-01  1.22238E-02  8.87549E-03  3.34834E-03 
 1.65000E+00  1.30000E-01  1.22263E-02  8.87795E-03  3.34839E-03 
 1.66000E+00  1.30000E-01  1.22288E-02  8.88039E-03  3.34843E-03 
 1.67000E+00  1.30000E-01  1.22313E-02  8.88283E-03  3.34847E-03 
 1.68000E+00  1.30000E-01  1.22338E-02  8.88525E-03  3.34851E-03 
 1.69000E+00  1.30000E-01  1.22362E-02  8.88767E-03  3.34855E-03 
 1.70000E+00  1.30000E-01  1.22387E-02  8.89008E-03  3.34860E-03 
 1.71000E+00  1.30000E-01  1.22411E-02  8.89249E-03  3.34864E-03 
 1.72000E+00  1.30000E-01  1.22436E-02  8.89488E-03  3.34868E-03 
 1.73000E+00  1.30000E-01  1.22460E-02  8.89727E-03  3.34872E-03 
 1.74000E+00  1.30000E-01  1.22484E-02  8.89965E-03  3.34877E-03 
 1.75000E+00  1.30000E-01  1.22508E-02  8.90203E-03  3.34881E-03 
 1.76000E+00  1.30000E-01  1.22532E-02  8.90439E-03  3.34885E-03 
 1.77000E+00  1.30000E-01  1.22556E-02  8.90675E-03  3.34889E-03 
 1.78000E+00  1.30000E-01  1.22580E-02  8.90910E-03  3.34894E-03 
 1.79000E+00  1.30000E-01  1.22604E-02  8.91144E-03  3.34898E-03 
 1.80000E+00  1.30000E-01  1.22628E-02  8.91378E-03  3.34902E-03 
 1.81000E+00  1.30000E-01  1.22652E-02  8.91610E-03  3.34906E-03 
 1.82000E+00  1.30000E-01  1.22675E-02  8.91842E-03  3.34910E-03 
 1.83000E+00  1.30000E-01  1.22699E-02  8.92074E-03  3.34915E-03 
 1.84000E+00  1.30000E-01  1.22722E-02  8.92304E-03  3.34919E-03 
 1.85000E+00  1.30000E-01  1.22746E-02  8.92534E-03  3.34923E-03 
 1.86000E+00  1.30000E-01  1.22769E-02  8.92763E-03  3.34927E-03 
 1.87000E+00  1.30000E-01  1.22792E-02  8.92991E-03  3.34932E-03 
 1.88000E+00  1.30000E-01  1.22815E-02  8.93219E-03  3.34936E-03 
 1.89000E+00  1.30000E-01  1.22839E-02  8.93446E-03  3.34940E-03 
 1.90000E+00  1.30000E-01  1.22862E-02  8.93672E-03  3.34944E-03 
 1.91000E+00  1.30000E-01  1.22885E-02  8.93897E-03  3.34949E-03 
 1.92000E+00  1.30000E-01  1.22907E-02  8.94122E-03  3.34953E-03 
 1.93000E+00  1.30000E-01  1.22930E-02  8.94346E-03  3.34957E-03 
 1.94000E+00  1.30000E-01  1.22953E-02  8.94569E-03  3.34961E-03 
 1.95000E+00  1.30000E-01  1.22976E-02  8.94792E-03  3.34965E-03 
 1.96000E+00  1.30000E-01  1.22998E-02  8.95014E-03  3.34970E-03 
 1.97000E+00  1.30000E-01  1.23021E-02  8.95235E-03  3.34974E-03 
 1.98000E+00  1.30000E-01  1.23043E-02  8.95455E-03  3.34978E-03 
 1.99000E+00  1.30000E-01  1.23066E-02  8.95675E-03  3.34982E-03 
 2.00000E+00  1.30000E-01  1.23088E-02  8.95894E-03  3.34987E-03 
 2.01000E+00  1.30000E-01  1.23110E-02  8.96113E-03  3.34991E-03 
 2.02000E+00  1.30000E-01  1.23133E-02  8.96330E-03  3.34995E-03 
 2.03000E+00  1.30000E-01  1.23155E-02  8.96547E-03  3.34999E-03 
 2.04000E+00  1.30000E-01  1.23177E-02  8.96764E-03  3.35003E-03 
 2.05000E+00  1.30000E-01  1.23199E-02  8.96979E-03  3.35008E-03 
 2.06000E+00  1.30000E-01  1.23221E-02  8.97194E-03  3.35012E-03 
 2.07000E+00  1.30000E-01  1.23243E-02  8.97409E-03  3.35016E-03 
 2.08000E+00  1.30000E-01  1.23264E-02  8.97623E-03  3.35020E-03 
 2.09000E+00  1.30000E-01  1.23286E-02  8.97836E-03  3.35025E-03 
 2.10000E+00  1.30000E-01  1.23308E-02  8.98048E-03  3.35029E-03 
 2.11000E+00  1.30000E-01  1.23329E-02  8.98260E-03  3.35033E-03 
 2.12000E+00  1.30000E-01  1.23351E-02  8.98471E-03  3.35037E-03 
 2.13000E+00  1.30000E-01  1.23372E-02  8.98681E-03  3.35042E-03 
 2.14000E+00  1.30000E-01  1.23394E-02  8.98891E-03  3.35046E-03 
 2.15000E+00  1.30000E-01  1.23415E-02  8.99100E-03  3.35050E-03 
 2.16000E+00  1.30000E-01  1.23436E-02  8.99308E-03  3.35054E-03 
 2.17000E+00  1.30000E-01  1.23457E-02  8.99516E-03  3.35058E-03 
 2.18000E+00  1.30000E-01  1.23479E-02  8.99723E-03  3.35063E-03 
 2.19000E+00  1.30000E-01  1.23500E-02  8.99930E-03  3.35067E-03 
 2.20000E+00  1.30000E-01  1.23521E-02  9.00136E-03  3.35071E-03 
 2.21000E+00  1.30000E-01  1.23542E-02  9.00341E-03  3.35075E-03 
 2.22000E+00  1.30000E-01  1.23563E-02  9.00546E-03  3.35080E-03 
 2.23000E+00  1.30000E-01  1.23583E-02  9.00750E-03  3.35084E-03 
 2.24000E+00  1.30000E-01  1.23604E-02  9.00953E-03  3.35088E-03 
 2.25000E+00  1.30000E-01  1.23625E-02  9.01156E-03  3.35092E-03 
 2.26000E+00  1.30000E-01  1.23645E-02  9.01358E-03  3.35096E-03 
 2.27000E+00  1.30000E-01  1.23666E-02  9.01560E-03  3.35101E-03 
 2.28000E+00  1.30000E-01  1.23687E-02  9.01761E-03  3.35105E-03 
 2.29000E+00  1.30000E-01  1.23707E-02  9.01961E-03  3.35109E-03 
 2.30000E+00  1.30000E-01  1.23727E-02  9.02161E-03  3.35113E-03 
 2.31000E+00  1.30000E-01  1.23748E-02  9.02360E-03  3.35118E-03 
 2.32000E+00  1.30000E-01  1.23768E-02  9.02559E-03  3.35122E-03 
 2.33000E+00  1.30000E-01  1.23788E-02  9.02757E-03  3.35126E-03 
 2.34000E+00  1.30000E-01  1.23808E-02  9.02954E-03  3.35130E-03 
 2.35000E+00  1.30000E-01  1.23829E-02  9.03151E-03  3.35134E-03 
 2.36000E+00  1.30000E-01  1.23849E-02  9.03347E-03  3.35139E-03 
 2.37000E+00  1.30000E-01  1.23869E-02  9.03543E-03  3.35143E-03 
 2.38000E+00  1.30000E-01  1.23888E-02  9.03738E-03  3.35147E-03 
 2.39000E+00  1.30000E-01  1.23908E-02  9.03932E-03  3.35151E-03 
 2.40000E+00  1.30000E-01  1.23928E-02  9.04126E-03  3.35156E-03 
 2.41000E+00  1.30000E-01  1.23948E-02  9.04319E-03  3.35160E-03 
 2.42000E+00  1.30000E-01  1.23968E-02  9.04512E-03  3.35164E-03 
 2.43000E+00  1.30000E-01  1.23987E-02  9.04704E-03  3.35168E-03 
 2.44000E+00  1.30000E-01  1.24007E-02  9.04896E-03  3.35172E-03 
 2.45000E+00  1.30000E-01  1.24026E-02  9.05087E-03  3.35177E-03 
 2.46000E+00  1.30000E-01  1.24046E-02  9.05277E-03  3.35181E-03 
 2.47000E+00  1.30000E-01  1.24065E-02  9.05467E-03  3.35185E-03 
 2.48000E+00  1.30000E-01  1.24085E-02  9.05656E-03  3.35189E-03 
 2.49000E+00  1.30000E-01  1.24104E-02  9.05845E-03  3.35193E-03 
 2.50000E+00  1.30000E-01  1.24123E-02  9.06033E-03  3.35198E-03 
 2.51000E+00  1.30000E-01  1.24142E-02  9.06221E-03  3.35202E-03 
 2.52000E+00  1.30000E-01  1.24161E-02  9.06408E-03  3.35206E-03 
 2.53000E+00  1.30000E-01  1.24180E-02  9.06595E-03  3.35210E-03 
 2.54000E+00  1.30000E-01  1.24200E-02  9.06781E-03  3.35215E-03 
 2.55000E+00  1.30000E-01  1.24218E-02  9.06966E-03  3.35219E-03 
 2.56000E+00  1.30000E-01  1.24237E-02  9.07151E-03  3.35223E-03 
 2.57000E+00  1.30000E-01  1.24256E-02  9.07335E-03  3.35227E-03 
 2.58000E+00  1.30000E-01  1.24275E-02  9.07519E-03  3.35231E-03 
 2.59000E+00  1.30000E-01  1.24294E-02  9.07703E-03  3.35236E-03 
 2.60000E+00  1.30000E-01  1.24313E-02  9.07885E-03  3.35240E-03 
 2.61000E+00  1.30000E-01  1.24331E-02  9.08068E-03  3.35244E-03 
 2.62000E+00  1.30000E-01  1.24350E-02  9.08249E-03  3.35248E-03 
 2.63000E+00  1.30000E-01  1.24368E-02  9.08431E-03  3.35252E-03 
 2.64000E+00  1.30000E-01  1.24387E-02  9.08611E-03  3.35257E-03 
 2.65000E+00  1.30000E-01  1.24405E-02  9.08792E-03  3.35261E-03 
 2.66000E+00  1.30000E-01  1.24424E-02  9.08971E-03  3.35265E-03 
 2.67000E+00  1.30000E-01  1.24442E-02  9.09150E-03  3.35269E-03 
 2.68000E+00  1.30000E-01  1.24460E-02  9.09329E-03  3.35274E-03 
 2.69000E+00  1.30000E-01  1.24479E-02  9.09507E-03  3.35278E-03 
 2.70000E+00  1.30000E-01  1.24497E-02  9.09685E-03  3.35282E-03 
 2.71000E+00  1.30000E-01  1.24515E-02  9.09862E-03  3.35286E-03 
 2.72000E+00  1.30000E-01  1.24533E-02  9.10039E-03  3.35290E-03 
 2.73000E+00  1.30000E-01  1.24551E-02  9.10215E-03  3.35295E-03 
 2.74000E+00  1.30000E-01  1.24569E-02  9.10390E-03  3.35299E-03 
 2.75000E+00  1.30000E-01  1.24587E-02  9.10566E-03  3.35303E-03 
 2.76000E+00  1.30000E-01  1.24605E-02  9.10740E-03  3.35307E-03 
 2.77000E+00  1.30000E-01  1.24623E-02  9.10914E-03  3.35311E-03 
 2.78000E+00  1.30000E-01  1.24640E-02  9.11088E-03  3.35316E-03 
 2.79000E+00  1.30000E-01  1.24658E-02  9.11261E-03  3.35320E-03 
 2.80000E+00  1.30000E-01  1.24676E-02  9.11434E-03  3.35324E-03 
 2.81000E+00  1.30000E-01  1.24693E-02  9.11606E-03  3.35328E-03 
 2.82000E+00  1.30000E-01  1.24711E-02  9.11778E-03  3.35333E-03 
 2.83000E+00  1.30000E-01  1.24729E-02  9.11949E-03  3.35337E-03 
 2.84000E+00  1.30000E-01  1.24746E-02  9.12120E-03  3.35341E-03 
 2.85000E+00  1.30000E-01  1.24764E-02  9.12290E-03  3.35345E-03 
 2.86000E+00  1.30000E-01  1.24781E-02  9.12460E-03  3.35349E-03 
 2.87000E+00  1.30000E-01  1.24798E-02  9.12629E-03  3.35354E-03 
 2.88000E+00  1.30000E-01  1.24816E-02  9.12798E-03  3.35358E-03 
 2.89000E+00  1.30000E-01  1.24833E-02  9.12967E-03  3.35362E-03 
 2.90000E+00  1.30000E-01  1.24850E-02  9.13135E-03  3.35366E-03 
 2.91000E+00  1.30000E-01  1.24867E-02  9.13302E-03  3.35370E-03 
 2.92000E+00  1.30000E-01  1.24884E-02  9.13469E-03  3.35375E-03 
 2.93000E+00  1.30000E-01  1.24901E-02  9.13636E-03  3.35379E-03 
 2.94000E+00  1.30000E-01  1.24918E-02  9.13802E-03  3.35383E-03 
 2.95000E+00  1.30000E-01  1.24935E-02  9.13967E-03  3.35387E-03 
 2.96000E+00  1.30000E-01  1.24952E-02  9.14133E-03  3.35392E-03 
 2.97000E+00  1.30000E-01  1.24969E-02  9.14297E-03  3.35396E-03 
 2.98000E+00  1.30000E-01  1.24986E-02  9.14462E-03  3.35400E-03 
 2.99000E+00  1.30000E-01  1.25003E-02  9.14625E-03  3.35404E-03 
 3.00000E+00  1.30000E-01  1.25020E-02  9.14789E-03  3.35408E-03 
 3.01000E+00  1.30000E-01  1.25036E-02  9.14952E-03  3.35413E-03 
 3.02000E+00  1.30000E-01  1.25053E-02  9.15114E-03  3.35417E-03 
 3.03000E+00  1.30000E-01  1.25070E-02  9.15276E-03  3.35421E-03 
 3.04000E+00  1.30000E-01  1.25086E-02  9.15438E-03  3.35425E-03 
 3.05000E+00  1.30000E-01  1.25103E-02  9.15599E-03  3.35429E-03 
 3.06000E+00  1.30000E-01  1.25119E-02  9.15760E-03  3.35434E-03 
 3.07000E+00  1.30000E-01  1.25136E-02  9.15920E-03  3.35438E-03 
 3.08000E+00  1.30000E-01  1.25152E-02  9.16080E-03  3.35442E-03 
 3.09000E+00  1.30000E-01  1.25169E-02  9.16240E-03  3.35446E-03 
 3.10000E+00  1.30000E-01  1.25185E-02  9.16399E-03  3.35450E-03 
 3.11000E+00  1.30000E-01  1.25201E-02  9.16558E-03  3.35455E-03 
 3.12000E+00  1.30000E-01  1.25217E-02  9.16716E-03  3.35459E-03 
 3.13000E+00  1.30000E-01  1.25234E-02  9.16874E-03  3.35463E-03 
 3.14000E+00  1.30000E-01  1.25250E-02  9.17031E-03  3.35467E-03 
 3.15000E+00  1.30000E-01  1.25266E-02  9.17188E-03  3.35471E-03 
 3.16000E+00  1.30000E-01  1.25282E-02  9.17345E-03  3.35476E-03 
 3.17000E+00  1.30000E-01  1.25298E-02  9.17501E-03  3.35480E-03 
 3.18000E+00  1.30000E-01  1.25314E-02  9.17656E-03  3.35484E-03 
 3.19000E+00  1.30000E-01  1.25330E-02  9.17812E-03  3.35488E-03 
 3.20000E+00  1.30000E-01  1.25346E-02  9.17967E-03  3.35492E-03 
 3.21000E+00  1.30000E-01  1.25362E-02  9.18121E-03  3.35497E-03 
 3.22000E+00  1.30000E-01  1.25378E-02  9.18275E-03  3.35501E-03 
 3.23000E+00  1.30000E-01  1.25393E-02  9.18429E-03  3.35505E-03 
 3.24000E+00  1.30000E-01  1.25409E-02  9.18582E-03  3.35509E-03 
 3.25000E+00  1.30000E-01  1.25425E-02  9.18735E-03  3.35514E-03 
 3.26000E+00  1.30000E-01  1.25441E-02  9.18888E-03  3.35518E-03 
 3.27000E+00  1.30000E-01  1.25456E-02  9.19040E-03  3.35522E-03 
 3.28000E+00  1.30000E-01  1.25472E-02  9.19191E-03  3.35526E-03 
 3.29000E+00  1.30000E-01  1.25487E-02  9.19343E-03  3.35530E-03 
 3.30000E+00  1.30000E-01  1.25503E-02  9.19494E-03  3.35535E-03 
 3.31000E+00  1.30000E-01  1.25518E-02  9.19644E-03  3.35539E-03 
