Time(s)       Stress(in)        Total_Strain(out)       Visco-elastic_Strain    Visco-plastic_Strain 
 4.82000E+00  1.81594E-01  2.42354E-02  2.21777E-02  2.05771E-03 
 4.82500E+00  1.80143E-01  2.39617E-02  2.19040E-02  2.05771E-03 
 4.83000E+00  1.78711E-01  2.36913E-02  2.16336E-02  2.05771E-03 
 4.83500E+00  1.77300E-01  2.34246E-02  2.13669E-02  2.05771E-03 
 4.84000E+00  1.75912E-01  2.31620E-02  2.11043E-02  2.05771E-03 
 4.84500E+00  1.74548E-01  2.29038E-02  2.08461E-02  2.05771E-03 
 4.85000E+00  1.73209E-01  2.26502E-02  2.05925E-02  2.05771E-03 
 4.85500E+00  1.71896E-01  2.24016E-02  2.03439E-02  2.05771E-03 
 4.86000E+00  1.70611E-01  2.21582E-02  2.01005E-02  2.05771E-03 
 4.86500E+00  1.69355E-01  2.19205E-02  1.98628E-02  2.05771E-03 
 4.87000E+00  1.68129E-01  2.16885E-02  1.96308E-02  2.05771E-03 
 4.87500E+00  1.66934E-01  2.14626E-02  1.94049E-02  2.05771E-03 
 4.88000E+00  1.65773E-01  2.12433E-02  1.91856E-02  2.05771E-03 
 4.88500E+00  1.64645E-01  2.10305E-02  1.89728E-02  2.05771E-03 
 4.89000E+00  1.63552E-01  2.08245E-02  1.87668E-02  2.05771E-03 
 4.89500E+00  1.62494E-01  2.06254E-02  1.85677E-02  2.05771E-03 
 4.90000E+00  1.61474E-01  2.04337E-02  1.83760E-02  2.05771E-03 
 4.90500E+00  1.60492E-01  2.02494E-02  1.81917E-02  2.05771E-03 
 4.91000E+00  1.59549E-01  2.00728E-02  1.80151E-02  2.05771E-03 
 4.91500E+00  1.58646E-01  1.99039E-02  1.78462E-02  2.05771E-03 
 4.92000E+00  1.57784E-01  1.97430E-02  1.76853E-02  2.05771E-03 
 4.92500E+00  1.56963E-01  1.95900E-02  1.75323E-02  2.05771E-03 
 4.93000E+00  1.56185E-01  1.94454E-02  1.73876E-02  2.05771E-03 
 4.93500E+00  1.55450E-01  1.93089E-02  1.72512E-02  2.05771E-03 
 4.94000E+00  1.54759E-01  1.91809E-02  1.71232E-02  2.05771E-03 
 4.94500E+00  1.54112E-01  1.90612E-02  1.70035E-02  2.05771E-03 
 4.95000E+00  1.53511E-01  1.89503E-02  1.68926E-02  2.05771E-03 
 4.95500E+00  1.52956E-01  1.88480E-02  1.67903E-02  2.05771E-03 
 4.96000E+00  1.52447E-01  1.87544E-02  1.66967E-02  2.05771E-03 
 4.96500E+00  1.51985E-01  1.86695E-02  1.66118E-02  2.05771E-03 
 4.97000E+00  1.51571E-01  1.85936E-02  1.65359E-02  2.05771E-03 
 4.97500E+00  1.51204E-01  1.85264E-02  1.64687E-02  2.05771E-03 
 4.98000E+00  1.50886E-01  1.84683E-02  1.64106E-02  2.05771E-03 
 4.98500E+00  1.50616E-01  1.84190E-02  1.63613E-02  2.05771E-03 
 4.99000E+00  1.50394E-01  1.83785E-02  1.63208E-02  2.05771E-03 
 4.99500E+00  1.50222E-01  1.83473E-02  1.62895E-02  2.05771E-03 
 5.00000E+00  1.50099E-01  1.83249E-02  1.62672E-02  2.05771E-03 
 5.00500E+00  1.50025E-01  1.83116E-02  1.62539E-02  2.05771E-03 
 5.01000E+00  1.50000E-01  1.83072E-02  1.62495E-02  2.05771E-03 
 5.01500E+00  1.50025E-01  1.83119E-02  1.62542E-02  2.05771E-03 
 5.02000E+00  1.50099E-01  1.83256E-02  1.62679E-02  2.05771E-03 
 5.02500E+00  1.50222E-01  1.83483E-02  1.62906E-02  2.05771E-03 
 5.03000E+00  1.50394E-01  1.83799E-02  1.63222E-02  2.05771E-03 
 5.03500E+00  1.50616E-01  1.84207E-02  1.63630E-02  2.05771E-03 
 5.04000E+00  1.50886E-01  1.84704E-02  1.64127E-02  2.05771E-03 
 5.04500E+00  1.51204E-01  1.85289E-02  1.64712E-02  2.05771E-03 
 5.05000E+00  1.51571E-01  1.85965E-02  1.65387E-02  2.05771E-03 
 5.05500E+00  1.51985E-01  1.86727E-02  1.66150E-02  2.05771E-03 
 5.06000E+00  1.52447E-01  1.87580E-02  1.67003E-02  2.05771E-03 
 5.06500E+00  1.52956E-01  1.88520E-02  1.67943E-02  2.05771E-03 
 5.07000E+00  1.53511E-01  1.89547E-02  1.68970E-02  2.05771E-03 
 5.07500E+00  1.54112E-01  1.90661E-02  1.70083E-02  2.05771E-03 
 5.08000E+00  1.54759E-01  1.91861E-02  1.71284E-02  2.05771E-03 
 5.08500E+00  1.55450E-01  1.93146E-02  1.72569E-02  2.05771E-03 
 5.09000E+00  1.56185E-01  1.94515E-02  1.73938E-02  2.05771E-03 
 5.09500E+00  1.56963E-01  1.95966E-02  1.75389E-02  2.05771E-03 
 5.10000E+00  1.57784E-01  1.97501E-02  1.76923E-02  2.05771E-03 
 5.10500E+00  1.58646E-01  1.99114E-02  1.78537E-02  2.05771E-03 
 5.11000E+00  1.59549E-01  2.00808E-02  1.80231E-02  2.05771E-03 
 5.11500E+00  1.60492E-01  2.02579E-02  1.82002E-02  2.05771E-03 
 5.12000E+00  1.61474E-01  2.04427E-02  1.83850E-02  2.05771E-03 
 5.12500E+00  1.62494E-01  2.06349E-02  1.85772E-02  2.05771E-03 
 5.13000E+00  1.63552E-01  2.08346E-02  1.87769E-02  2.05771E-03 
 5.13500E+00  1.64645E-01  2.10411E-02  1.89834E-02  2.05771E-03 
 5.14000E+00  1.65773E-01  2.12545E-02  1.91968E-02  2.05771E-03 
 5.14500E+00  1.66934E-01  2.14743E-02  1.94166E-02  2.05771E-03 
 5.15000E+00  1.68129E-01  2.17008E-02  1.96431E-02  2.05771E-03 
 5.15500E+00  1.69355E-01  2.19334E-02  1.98757E-02  2.05771E-03 
 5.16000E+00  1.70611E-01  2.21717E-02  2.01140E-02  2.05771E-03 
 5.16500E+00  1.71896E-01  2.24156E-02  2.03579E-02  2.05771E-03 
 5.17000E+00  1.73209E-01  2.26649E-02  2.06072E-02  2.05771E-03 
 5.17500E+00  1.74548E-01  2.29190E-02  2.08613E-02  2.05771E-03 
 5.18000E+00  1.75912E-01  2.31779E-02  2.11202E-02  2.05771E-03 
 5.18500E+00  1.77300E-01  2.34411E-02  2.13834E-02  2.05771E-03 
 5.19000E+00  1.78711E-01  2.37085E-02  2.16508E-02  2.05771E-03 
 5.19500E+00  1.80143E-01  2.39795E-02  2.19218E-02  2.05771E-03 
 5.20000E+00  1.81594E-01  2.42538E-02  2.21961E-02  2.05771E-03 
 5.20500E+00  1.83063E-01  2.45311E-02  2.24734E-02  2.05771E-03 
 5.21000E+00  1.84549E-01  2.48111E-02  2.27534E-02  2.05771E-03 
 5.21500E+00  1.86050E-01  2.50933E-02  2.30356E-02  2.05771E-03 
 5.22000E+00  1.87566E-01  2.53777E-02  2.33200E-02  2.05771E-03 
 5.22500E+00  1.89093E-01  2.56634E-02  2.36057E-02  2.05771E-03 
 5.23000E+00  1.90631E-01  2.59503E-02  2.38926E-02  2.05771E-03 
 5.23500E+00  1.92178E-01  2.62381E-02  2.41804E-02  2.05771E-03 
 5.24000E+00  1.93733E-01  2.65264E-02  2.44687E-02  2.05771E-03 
 5.24500E+00  1.95295E-01  2.68149E-02  2.47572E-02  2.05771E-03 
 5.25000E+00  1.96860E-01  2.71029E-02  2.50452E-02  2.05771E-03 
 5.25500E+00  1.98429E-01  2.73905E-02  2.53328E-02  2.05771E-03 
 5.26000E+00  2.00000E-01  2.76773E-02  2.56196E-02  2.05771E-03 
 5.26500E+00  2.01571E-01  2.79628E-02  2.59051E-02  2.05771E-03 
 5.27000E+00  2.03140E-01  2.82465E-02  2.61888E-02  2.05771E-03 
 5.27500E+00  2.04705E-01  2.85282E-02  2.64705E-02  2.05771E-03 
 5.28000E+00  2.06267E-01  2.88080E-02  2.67503E-02  2.05771E-03 
 5.28500E+00  2.07822E-01  2.90850E-02  2.70273E-02  2.05771E-03 
 5.29000E+00  2.09369E-01  2.93592E-02  2.73015E-02  2.05771E-03 
 5.29500E+00  2.10907E-01  2.96302E-02  2.75725E-02  2.05771E-03 
 5.30000E+00  2.12434E-01  2.98978E-02  2.78401E-02  2.05771E-03 
 5.30500E+00  2.13950E-01  3.01619E-02  2.81042E-02  2.05771E-03 
 5.31000E+00  2.15451E-01  3.04219E-02  2.83642E-02  2.05771E-03 
 5.31500E+00  2.16937E-01  3.06778E-02  2.86201E-02  2.05771E-03 
 5.32000E+00  2.18406E-01  3.09292E-02  2.88715E-02  2.05771E-03 
 5.32500E+00  2.19857E-01  3.11759E-02  2.91182E-02  2.05771E-03 
 5.33000E+00  2.21289E-01  3.14180E-02  2.93603E-02  2.05771E-03 
 5.33500E+00  2.22700E-01  3.16550E-02  2.95973E-02  2.05771E-03 
 5.34000E+00  2.24088E-01  3.18867E-02  2.98290E-02  2.05771E-03 
 5.34500E+00  2.25452E-01  3.21130E-02  3.00553E-02  2.05771E-03 
 5.35000E+00  2.26791E-01  3.23337E-02  3.02760E-02  2.05771E-03 
 5.35500E+00  2.28104E-01  3.25488E-02  3.04911E-02  2.05771E-03 
 5.36000E+00  2.29389E-01  3.27580E-02  3.07003E-02  2.05771E-03 
 5.36500E+00  2.30645E-01  3.29612E-02  3.09035E-02  2.05771E-03 
 5.37000E+00  2.31871E-01  3.31583E-02  3.11006E-02  2.05771E-03 
 5.37500E+00  2.33066E-01  3.33494E-02  3.12917E-02  2.05771E-03 
 5.38000E+00  2.34227E-01  3.35338E-02  3.14761E-02  2.05771E-03 
 5.38500E+00  2.35355E-01  3.37120E-02  3.16543E-02  2.05771E-03 
 5.39000E+00  2.36448E-01  3.38837E-02  3.18260E-02  2.05771E-03 
 5.39500E+00  2.37506E-01  3.40490E-02  3.19913E-02  2.05771E-03 
 5.40000E+00  2.38526E-01  3.42075E-02  3.21498E-02  2.05771E-03 
 5.40500E+00  2.39508E-01  3.43592E-02  3.23015E-02  2.05771E-03 
 5.41000E+00  2.40451E-01  3.45043E-02  3.24466E-02  2.05771E-03 
 5.41500E+00  2.41354E-01  3.46424E-02  3.25847E-02  2.05771E-03 
 5.42000E+00  2.42216E-01  3.47738E-02  3.27160E-02  2.05771E-03 
 5.42500E+00  2.43037E-01  3.48983E-02  3.28406E-02  2.05771E-03 
 5.43000E+00  2.43815E-01  3.50158E-02  3.29581E-02  2.05771E-03 
 5.43500E+00  2.44550E-01  3.51263E-02  3.30686E-02  2.05771E-03 
 5.44000E+00  2.45241E-01  3.52299E-02  3.31722E-02  2.05771E-03 
 5.44500E+00  2.45888E-01  3.53266E-02  3.32689E-02  2.05771E-03 
 5.45000E+00  2.46489E-01  3.54161E-02  3.33584E-02  2.05771E-03 
 5.45500E+00  2.47044E-01  3.54986E-02  3.34409E-02  2.05771E-03 
 5.46000E+00  2.47553E-01  3.55740E-02  3.35163E-02  2.05771E-03 
 5.46500E+00  2.48015E-01  3.56424E-02  3.35847E-02  2.05771E-03 
 5.47000E+00  2.48429E-01  3.57036E-02  3.36459E-02  2.05771E-03 
 5.47500E+00  2.48796E-01  3.57578E-02  3.37001E-02  2.05771E-03 
 5.48000E+00  2.49114E-01  3.58048E-02  3.37471E-02  2.05771E-03 
 5.48500E+00  2.49384E-01  3.58448E-02  3.37871E-02  2.05771E-03 
 5.49000E+00  2.49606E-01  3.58777E-02  3.38200E-02  2.05771E-03 
 5.49500E+00  2.49778E-01  3.59034E-02  3.38457E-02  2.05771E-03 
 5.50000E+00  2.49901E-01  3.59220E-02  3.38643E-02  2.05771E-03 
 5.50500E+00  2.49975E-01  3.59335E-02  3.38758E-02  2.05771E-03 
 5.51000E+00  2.50000E-01  3.59380E-02  3.38802E-02  2.05771E-03 
 5.51500E+00  2.49975E-01  3.59352E-02  3.38775E-02  2.05771E-03 
 5.52000E+00  2.49901E-01  3.59253E-02  3.38676E-02  2.05771E-03 
 5.52500E+00  2.49778E-01  3.59084E-02  3.38507E-02  2.05771E-03 
 5.53000E+00  2.49606E-01  3.58844E-02  3.38267E-02  2.05771E-03 
 5.53500E+00  2.49384E-01  3.58531E-02  3.37954E-02  2.05771E-03 
 5.54000E+00  2.49114E-01  3.58148E-02  3.37571E-02  2.05771E-03 
 5.54500E+00  2.48796E-01  3.57695E-02  3.37118E-02  2.05771E-03 
 5.55000E+00  2.48429E-01  3.57170E-02  3.36593E-02  2.05771E-03 
 5.55500E+00  2.48015E-01  3.56575E-02  3.35998E-02  2.05771E-03 
 5.56000E+00  2.47553E-01  3.55908E-02  3.35331E-02  2.05771E-03 
 5.56500E+00  2.47044E-01  3.55171E-02  3.34594E-02  2.05771E-03 
 5.57000E+00  2.46489E-01  3.54364E-02  3.33787E-02  2.05771E-03 
 5.57500E+00  2.45888E-01  3.53486E-02  3.32909E-02  2.05771E-03 
 5.58000E+00  2.45241E-01  3.52537E-02  3.31960E-02  2.05771E-03 
 5.58500E+00  2.44550E-01  3.51520E-02  3.30943E-02  2.05771E-03 
 5.59000E+00  2.43815E-01  3.50432E-02  3.29855E-02  2.05771E-03 
 5.59500E+00  2.43037E-01  3.49276E-02  3.28699E-02  2.05771E-03 
 5.60000E+00  2.42216E-01  3.48050E-02  3.27473E-02  2.05771E-03 
 5.60500E+00  2.41354E-01  3.46756E-02  3.26179E-02  2.05771E-03 
 5.61000E+00  2.40451E-01  3.45393E-02  3.24816E-02  2.05771E-03 
 5.61500E+00  2.39508E-01  3.43963E-02  3.23386E-02  2.05771E-03 
 5.62000E+00  2.38526E-01  3.42465E-02  3.21888E-02  2.05771E-03 
 5.62500E+00  2.37506E-01  3.40901E-02  3.20324E-02  2.05771E-03 
 5.63000E+00  2.36448E-01  3.39270E-02  3.18693E-02  2.05771E-03 
 5.63500E+00  2.35355E-01  3.37574E-02  3.16997E-02  2.05771E-03 
 5.64000E+00  2.34227E-01  3.35814E-02  3.15237E-02  2.05771E-03 
 5.64500E+00  2.33066E-01  3.33992E-02  3.13415E-02  2.05771E-03 
 5.65000E+00  2.31871E-01  3.32105E-02  3.11528E-02  2.05771E-03 
 5.65500E+00  2.30645E-01  3.30157E-02  3.09580E-02  2.05771E-03 
 5.66000E+00  2.29389E-01  3.28149E-02  3.07572E-02  2.05771E-03 
 5.66500E+00  2.28104E-01  3.26081E-02  3.05504E-02  2.05771E-03 
 5.67000E+00  2.26791E-01  3.23956E-02  3.03379E-02  2.05771E-03 
 5.67500E+00  2.25452E-01  3.21775E-02  3.01198E-02  2.05771E-03 
 5.68000E+00  2.24088E-01  3.19539E-02  2.98962E-02  2.05771E-03 
 5.68500E+00  2.22700E-01  3.17250E-02  2.96673E-02  2.05771E-03 
 5.69000E+00  2.21289E-01  3.14908E-02  2.94331E-02  2.05771E-03 
 5.69500E+00  2.19857E-01  3.12517E-02  2.91939E-02  2.05771E-03 
 5.70000E+00  2.18406E-01  3.10079E-02  2.89502E-02  2.05771E-03 
 5.70500E+00  2.16937E-01  3.07595E-02  2.87018E-02  2.05771E-03 
 5.71000E+00  2.15451E-01  3.05069E-02  2.84492E-02  2.05771E-03 
 5.71500E+00  2.13950E-01  3.02501E-02  2.81924E-02  2.05771E-03 
 5.72000E+00  2.12434E-01  2.99893E-02  2.79316E-02  2.05771E-03 
 5.72500E+00  2.10907E-01  2.97252E-02  2.76675E-02  2.05771E-03 
 5.73000E+00  2.09369E-01  2.94576E-02  2.73999E-02  2.05771E-03 
 5.73500E+00  2.07822E-01  2.91871E-02  2.71294E-02  2.05771E-03 
 5.74000E+00  2.06267E-01  2.89138E-02  2.68561E-02  2.05771E-03 
 5.74500E+00  2.04705E-01  2.86378E-02  2.65801E-02  2.05771E-03 
 5.75000E+00  2.03140E-01  2.83600E-02  2.63023E-02  2.05771E-03 
 5.75500E+00  2.01571E-01  2.80802E-02  2.60225E-02  2.05771E-03 
 5.76000E+00  2.00000E-01  2.77988E-02  2.57411E-02  2.05771E-03 
 5.76500E+00  1.98429E-01  2.75162E-02  2.54585E-02  2.05771E-03 
 5.77000E+00  1.96860E-01  2.72329E-02  2.51752E-02  2.05771E-03 
 5.77500E+00  1.95295E-01  2.69492E-02  2.48915E-02  2.05771E-03 
 5.78000E+00  1.93733E-01  2.66650E-02  2.46073E-02  2.05771E-03 
 5.78500E+00  1.92178E-01  2.63813E-02  2.43235E-02  2.05771E-03 
 5.79000E+00  1.90631E-01  2.60981E-02  2.40404E-02  2.05771E-03 
 5.79500E+00  1.89093E-01  2.58158E-02  2.37580E-02  2.05771E-03 
 5.80000E+00  1.87566E-01  2.55347E-02  2.34770E-02  2.05771E-03 
 5.80500E+00  1.86050E-01  2.52551E-02  2.31974E-02  2.05771E-03 
 5.81000E+00  1.84549E-01  2.49777E-02  2.29200E-02  2.05771E-03 
 5.81500E+00  1.83063E-01  2.47026E-02  2.26449E-02  2.05771E-03 
 5.82000E+00  1.81594E-01  2.44303E-02  2.23726E-02  2.05771E-03 
 5.82500E+00  1.80143E-01  2.41610E-02  2.21032E-02  2.05771E-03 
 5.83000E+00  1.78711E-01  2.38949E-02  2.18372E-02  2.05771E-03 
 5.83500E+00  1.77300E-01  2.36325E-02  2.15748E-02  2.05771E-03 
 5.84000E+00  1.75912E-01  2.33743E-02  2.13166E-02  2.05771E-03 
 5.84500E+00  1.74548E-01  2.31205E-02  2.10628E-02  2.05771E-03 
 5.85000E+00  1.73209E-01  2.28714E-02  2.08137E-02  2.05771E-03 
 5.85500E+00  1.71896E-01  2.26272E-02  2.05695E-02  2.05771E-03 
 5.86000E+00  1.70611E-01  2.23883E-02  2.03305E-02  2.05771E-03 
 5.86500E+00  1.69355E-01  2.21549E-02  2.00972E-02  2.05771E-03 
 5.87000E+00  1.68129E-01  2.19273E-02  1.98696E-02  2.05771E-03 
 5.87500E+00  1.66934E-01  2.17057E-02  1.96480E-02  2.05771E-03 
 5.88000E+00  1.65773E-01  2.14907E-02  1.94329E-02  2.05771E-03 
 5.88500E+00  1.64645E-01  2.12820E-02  1.92243E-02  2.05771E-03 
 5.89000E+00  1.63552E-01  2.10802E-02  1.90225E-02  2.05771E-03 
 5.89500E+00  1.62494E-01  2.08851E-02  1.88274E-02  2.05771E-03 
 5.90000E+00  1.61474E-01  2.06974E-02  1.86397E-02  2.05771E-03 
 5.90500E+00  1.60492E-01  2.05170E-02  1.84593E-02  2.05771E-03 
 5.91000E+00  1.59549E-01  2.03441E-02  1.82864E-02  2.05771E-03 
 5.91500E+00  1.58646E-01  2.01789E-02  1.81212E-02  2.05771E-03 
 5.92000E+00  1.57784E-01  2.00215E-02  1.79638E-02  2.05771E-03 
 5.92500E+00  1.56963E-01  1.98719E-02  1.78142E-02  2.05771E-03 
 5.93000E+00  1.56185E-01  1.97305E-02  1.76728E-02  2.05771E-03 
 5.93500E+00  1.55450E-01  1.95971E-02  1.75394E-02  2.05771E-03 
 5.94000E+00  1.54759E-01  1.94720E-02  1.74143E-02  2.05771E-03 
 5.94500E+00  1.54112E-01  1.93551E-02  1.72974E-02  2.05771E-03 
 5.95000E+00  1.53511E-01  1.92468E-02  1.71891E-02  2.05771E-03 
 5.95500E+00  1.52956E-01  1.91469E-02  1.70892E-02  2.05771E-03 
 5.96000E+00  1.52447E-01  1.90555E-02  1.69978E-02  2.05771E-03 
 5.96500E+00  1.51985E-01  1.89726E-02  1.69149E-02  2.05771E-03 
 5.97000E+00  1.51571E-01  1.88985E-02  1.68408E-02  2.05771E-03 
 5.97500E+00  1.51204E-01  1.88329E-02  1.67752E-02  2.05771E-03 
 5.98000E+00  1.50886E-01  1.87762E-02  1.67185E-02  2.05771E-03 
 5.98500E+00  1.50616E-01  1.87281E-02  1.66703E-02  2.05771E-03 
 5.99000E+00  1.50394E-01  1.86885E-02  1.66308E-02  2.05771E-03 
 5.99500E+00  1.50222E-01  1.86580E-02  1.66003E-02  2.05771E-03 
 6.00000E+00  1.50099E-01  1.86362E-02  1.65784E-02  2.05771E-03 
 6.00500E+00  1.50025E-01  1.86231E-02  1.65654E-02  2.05771E-03 
 6.01000E+00  1.50000E-01  1.86187E-02  1.65610E-02  2.05771E-03 
 6.01500E+00  1.50025E-01  1.86233E-02  1.65656E-02  2.05771E-03 
 6.02000E+00  1.50099E-01  1.86365E-02  1.65788E-02  2.05771E-03 
 6.02500E+00  1.50222E-01  1.86586E-02  1.66009E-02  2.05771E-03 
 6.03000E+00  1.50394E-01  1.86893E-02  1.66316E-02  2.05771E-03 
 6.03500E+00  1.50616E-01  1.87291E-02  1.66713E-02  2.05771E-03 
 6.04000E+00  1.50886E-01  1.87774E-02  1.67197E-02  2.05771E-03 
 6.04500E+00  1.51204E-01  1.88344E-02  1.67767E-02  2.05771E-03 
 6.05000E+00  1.51571E-01  1.89002E-02  1.68425E-02  2.05771E-03 
 6.05500E+00  1.51985E-01  1.89745E-02  1.69168E-02  2.05771E-03 
 6.06000E+00  1.52447E-01  1.90576E-02  1.69999E-02  2.05771E-03 
 6.06500E+00  1.52956E-01  1.91493E-02  1.70916E-02  2.05771E-03 
 6.07000E+00  1.53511E-01  1.92495E-02  1.71917E-02  2.05771E-03 
 6.07500E+00  1.54112E-01  1.93581E-02  1.73004E-02  2.05771E-03 
 6.08000E+00  1.54759E-01  1.94753E-02  1.74176E-02  2.05771E-03 
 6.08500E+00  1.55450E-01  1.96007E-02  1.75430E-02  2.05771E-03 
 6.09000E+00  1.56185E-01  1.97344E-02  1.76767E-02  2.05771E-03 
 6.09500E+00  1.56963E-01  1.98761E-02  1.78184E-02  2.05771E-03 
 6.10000E+00  1.57784E-01  2.00261E-02  1.79684E-02  2.05771E-03 
 6.10500E+00  1.58646E-01  2.01838E-02  1.81261E-02  2.05771E-03 
 6.11000E+00  1.59549E-01  2.03494E-02  1.82917E-02  2.05771E-03 
 6.11500E+00  1.60492E-01  2.05227E-02  1.84650E-02  2.05771E-03 
 6.12000E+00  1.61474E-01  2.07035E-02  1.86458E-02  2.05771E-03 
 6.12500E+00  1.62494E-01  2.08916E-02  1.88339E-02  2.05771E-03 
 6.13000E+00  1.63552E-01  2.10871E-02  1.90294E-02  2.05771E-03 
 6.13500E+00  1.64645E-01  2.12894E-02  1.92317E-02  2.05771E-03 
 6.14000E+00  1.65773E-01  2.14985E-02  1.94408E-02  2.05771E-03 
 6.14500E+00  1.66934E-01  2.17140E-02  1.96563E-02  2.05771E-03 
 6.15000E+00  1.68129E-01  2.19361E-02  1.98784E-02  2.05771E-03 
 6.15500E+00  1.69355E-01  2.21642E-02  2.01065E-02  2.05771E-03 
 6.16000E+00  1.70611E-01  2.23981E-02  2.03404E-02  2.05771E-03 
 6.16500E+00  1.71896E-01  2.26375E-02  2.05798E-02  2.05771E-03 
 6.17000E+00  1.73209E-01  2.28823E-02  2.08246E-02  2.05771E-03 
 6.17500E+00  1.74548E-01  2.31320E-02  2.10742E-02  2.05771E-03 
 6.18000E+00  1.75912E-01  2.33863E-02  2.13286E-02  2.05771E-03 
 6.18500E+00  1.77300E-01  2.36451E-02  2.15873E-02  2.05771E-03 
 6.19000E+00  1.78711E-01  2.39080E-02  2.18503E-02  2.05771E-03 
 6.19500E+00  1.80143E-01  2.41746E-02  2.21169E-02  2.05771E-03 
 6.20000E+00  1.81594E-01  2.44446E-02  2.23869E-02  2.05771E-03 
 6.20500E+00  1.83063E-01  2.47175E-02  2.26598E-02  2.05771E-03 
 6.21000E+00  1.84549E-01  2.49932E-02  2.29355E-02  2.05771E-03 
 6.21500E+00  1.86050E-01  2.52712E-02  2.32135E-02  2.05771E-03 
 6.22000E+00  1.87566E-01  2.55514E-02  2.34937E-02  2.05771E-03 
 6.22500E+00  1.89093E-01  2.58331E-02  2.37753E-02  2.05771E-03 
 6.23000E+00  1.90631E-01  2.61160E-02  2.40583E-02  2.05771E-03 
 6.23500E+00  1.92178E-01  2.63998E-02  2.43421E-02  2.05771E-03 
 6.24000E+00  1.93733E-01  2.66842E-02  2.46265E-02  2.05771E-03 
 6.24500E+00  1.95295E-01  2.69690E-02  2.49113E-02  2.05771E-03 
 6.25000E+00  1.96860E-01  2.72533E-02  2.51956E-02  2.05771E-03 
 6.25500E+00  1.98429E-01  2.75373E-02  2.54796E-02  2.05771E-03 
 6.26000E+00  2.00000E-01  2.78206E-02  2.57629E-02  2.05771E-03 
 6.26500E+00  2.01571E-01  2.81026E-02  2.60449E-02  2.05771E-03 
 6.27000E+00  2.03140E-01  2.83831E-02  2.63254E-02  2.05771E-03 
 6.27500E+00  2.04705E-01  2.86616E-02  2.66039E-02  2.05771E-03 
 6.28000E+00  2.06267E-01  2.89382E-02  2.68805E-02  2.05771E-03 
 6.28500E+00  2.07822E-01  2.92122E-02  2.71545E-02  2.05771E-03 
 6.29000E+00  2.09369E-01  2.94834E-02  2.74257E-02  2.05771E-03 
 6.29500E+00  2.10907E-01  2.97516E-02  2.76939E-02  2.05771E-03 
 6.30000E+00  2.12434E-01  3.00165E-02  2.79588E-02  2.05771E-03 
 6.30500E+00  2.13950E-01  3.02780E-02  2.82203E-02  2.05771E-03 
 6.31000E+00  2.15451E-01  3.05354E-02  2.84777E-02  2.05771E-03 
 6.31500E+00  2.16937E-01  3.07888E-02  2.87311E-02  2.05771E-03 
 6.32000E+00  2.18406E-01  3.10379E-02  2.89802E-02  2.05771E-03 
 6.32500E+00  2.19857E-01  3.12824E-02  2.92247E-02  2.05771E-03 
 6.33000E+00  2.21289E-01  3.15223E-02  2.94646E-02  2.05771E-03 
 6.33500E+00  2.22700E-01  3.17572E-02  2.96995E-02  2.05771E-03 
 6.34000E+00  2.24088E-01  3.19869E-02  2.99292E-02  2.05771E-03 
 6.34500E+00  2.25452E-01  3.22113E-02  3.01536E-02  2.05771E-03 
 6.35000E+00  2.26791E-01  3.24302E-02  3.03725E-02  2.05771E-03 
 6.35500E+00  2.28104E-01  3.26436E-02  3.05859E-02  2.05771E-03 
 6.36000E+00  2.29389E-01  3.28511E-02  3.07934E-02  2.05771E-03 
 6.36500E+00  2.30645E-01  3.30528E-02  3.09951E-02  2.05771E-03 
 6.37000E+00  2.31871E-01  3.32484E-02  3.11907E-02  2.05771E-03 
 6.37500E+00  2.33066E-01  3.34380E-02  3.13803E-02  2.05771E-03 
 6.38000E+00  2.34227E-01  3.36212E-02  3.15635E-02  2.05771E-03 
 6.38500E+00  2.35355E-01  3.37981E-02  3.17404E-02  2.05771E-03 
 6.39000E+00  2.36448E-01  3.39686E-02  3.19109E-02  2.05771E-03 
 6.39500E+00  2.37506E-01  3.41327E-02  3.20750E-02  2.05771E-03 
 6.40000E+00  2.38526E-01  3.42901E-02  3.22324E-02  2.05771E-03 
 6.40500E+00  2.39508E-01  3.44408E-02  3.23831E-02  2.05771E-03 
 6.41000E+00  2.40451E-01  3.45849E-02  3.25272E-02  2.05771E-03 
 6.41500E+00  2.41354E-01  3.47222E-02  3.26645E-02  2.05771E-03 
 6.42000E+00  2.42216E-01  3.48526E-02  3.27949E-02  2.05771E-03 
 6.42500E+00  2.43037E-01  3.49763E-02  3.29186E-02  2.05771E-03 
 6.43000E+00  2.43815E-01  3.50931E-02  3.30354E-02  2.05771E-03 
 6.43500E+00  2.44550E-01  3.52030E-02  3.31453E-02  2.05771E-03 
 6.44000E+00  2.45241E-01  3.53059E-02  3.32482E-02  2.05771E-03 
 6.44500E+00  2.45888E-01  3.54020E-02  3.33443E-02  2.05771E-03 
 6.45000E+00  2.46489E-01  3.54910E-02  3.34333E-02  2.05771E-03 
 6.45500E+00  2.47044E-01  3.55729E-02  3.35152E-02  2.05771E-03 
 6.46000E+00  2.47553E-01  3.56479E-02  3.35902E-02  2.05771E-03 
 6.46500E+00  2.48015E-01  3.57159E-02  3.36582E-02  2.05771E-03 
 6.47000E+00  2.48429E-01  3.57767E-02  3.37190E-02  2.05771E-03 
 6.47500E+00  2.48796E-01  3.58306E-02  3.37728E-02  2.05771E-03 
