Time(s)       Stress(in)        Total_Strain(out)       Visco-elastic_Strain    Visco-plastic_Strain 
 6.48000E+00  2.49114E-01  3.58772E-02  3.38195E-02  2.05771E-03 
 6.48500E+00  2.49384E-01  3.59169E-02  3.38592E-02  2.05771E-03 
 6.49000E+00  2.49606E-01  3.59497E-02  3.38919E-02  2.05771E-03 
 6.49500E+00  2.49778E-01  3.59752E-02  3.39174E-02  2.05771E-03 
 6.50000E+00  2.49901E-01  3.59936E-02  3.39359E-02  2.05771E-03 
 6.50500E+00  2.49975E-01  3.60050E-02  3.39473E-02  2.05771E-03 
 6.51000E+00  2.50000E-01  3.60093E-02  3.39516E-02  2.05771E-03 
 6.51500E+00  2.49975E-01  3.60065E-02  3.39488E-02  2.05771E-03 
 6.52000E+00  2.49901E-01  3.59966E-02  3.39389E-02  2.05771E-03 
 6.52500E+00  2.49778E-01  3.59797E-02  3.39220E-02  2.05771E-03 
 6.53000E+00  2.49606E-01  3.59558E-02  3.38981E-02  2.05771E-03 
 6.53500E+00  2.49384E-01  3.59246E-02  3.38669E-02  2.05771E-03 
 6.54000E+00  2.49114E-01  3.58864E-02  3.38287E-02  2.05771E-03 
 6.54500E+00  2.48796E-01  3.58413E-02  3.37836E-02  2.05771E-03 
 6.55000E+00  2.48429E-01  3.57890E-02  3.37312E-02  2.05771E-03 
 6.55500E+00  2.48015E-01  3.57297E-02  3.36720E-02  2.05771E-03 
 6.56000E+00  2.47553E-01  3.56633E-02  3.36056E-02  2.05771E-03 
 6.56500E+00  2.47044E-01  3.55899E-02  3.35322E-02  2.05771E-03 
 6.57000E+00  2.46489E-01  3.55096E-02  3.34519E-02  2.05771E-03 
 6.57500E+00  2.45888E-01  3.54222E-02  3.33645E-02  2.05771E-03 
 6.58000E+00  2.45241E-01  3.53278E-02  3.32701E-02  2.05771E-03 
 6.58500E+00  2.44550E-01  3.52265E-02  3.31688E-02  2.05771E-03 
 6.59000E+00  2.43815E-01  3.51183E-02  3.30606E-02  2.05771E-03 
 6.59500E+00  2.43037E-01  3.50033E-02  3.29456E-02  2.05771E-03 
 6.60000E+00  2.42216E-01  3.48813E-02  3.28236E-02  2.05771E-03 
 6.60500E+00  2.41354E-01  3.47526E-02  3.26949E-02  2.05771E-03 
 6.61000E+00  2.40451E-01  3.46171E-02  3.25594E-02  2.05771E-03 
 6.61500E+00  2.39508E-01  3.44748E-02  3.24171E-02  2.05771E-03 
 6.62000E+00  2.38526E-01  3.43259E-02  3.22682E-02  2.05771E-03 
 6.62500E+00  2.37506E-01  3.41704E-02  3.21127E-02  2.05771E-03 
 6.63000E+00  2.36448E-01  3.40082E-02  3.19505E-02  2.05771E-03 
 6.63500E+00  2.35355E-01  3.38397E-02  3.17820E-02  2.05771E-03 
 6.64000E+00  2.34227E-01  3.36648E-02  3.16071E-02  2.05771E-03 
 6.64500E+00  2.33066E-01  3.34837E-02  3.14260E-02  2.05771E-03 
 6.65000E+00  2.31871E-01  3.32962E-02  3.12385E-02  2.05771E-03 
 6.65500E+00  2.30645E-01  3.31027E-02  3.10450E-02  2.05771E-03 
 6.66000E+00  2.29389E-01  3.29033E-02  3.08456E-02  2.05771E-03 
 6.66500E+00  2.28104E-01  3.26980E-02  3.06403E-02  2.05771E-03 
 6.67000E+00  2.26791E-01  3.24870E-02  3.04293E-02  2.05771E-03 
 6.67500E+00  2.25452E-01  3.22705E-02  3.02127E-02  2.05771E-03 
 6.68000E+00  2.24088E-01  3.20485E-02  2.99908E-02  2.05771E-03 
 6.68500E+00  2.22700E-01  3.18213E-02  2.97636E-02  2.05771E-03 
 6.69000E+00  2.21289E-01  3.15890E-02  2.95313E-02  2.05771E-03 
 6.69500E+00  2.19857E-01  3.13518E-02  2.92941E-02  2.05771E-03 
 6.70000E+00  2.18406E-01  3.11100E-02  2.90523E-02  2.05771E-03 
 6.70500E+00  2.16937E-01  3.08637E-02  2.88060E-02  2.05771E-03 
 6.71000E+00  2.15451E-01  3.06132E-02  2.85555E-02  2.05771E-03 
 6.71500E+00  2.13950E-01  3.03587E-02  2.83010E-02  2.05771E-03 
 6.72000E+00  2.12434E-01  3.01003E-02  2.80426E-02  2.05771E-03 
 6.72500E+00  2.10907E-01  2.98385E-02  2.77808E-02  2.05771E-03 
 6.73000E+00  2.09369E-01  2.95735E-02  2.75158E-02  2.05771E-03 
 6.73500E+00  2.07822E-01  2.93056E-02  2.72479E-02  2.05771E-03 
 6.74000E+00  2.06267E-01  2.90350E-02  2.69773E-02  2.05771E-03 
 6.74500E+00  2.04705E-01  2.87618E-02  2.67041E-02  2.05771E-03 
 6.75000E+00  2.03140E-01  2.84869E-02  2.64291E-02  2.05771E-03 
 6.75500E+00  2.01571E-01  2.82100E-02  2.61523E-02  2.05771E-03 
 6.76000E+00  2.00000E-01  2.79316E-02  2.58739E-02  2.05771E-03 
 6.76500E+00  1.98429E-01  2.76522E-02  2.55945E-02  2.05771E-03 
 6.77000E+00  1.96860E-01  2.73720E-02  2.53143E-02  2.05771E-03 
 6.77500E+00  1.95295E-01  2.70916E-02  2.50339E-02  2.05771E-03 
 6.78000E+00  1.93733E-01  2.68109E-02  2.47532E-02  2.05771E-03 
 6.78500E+00  1.92178E-01  2.65305E-02  2.44728E-02  2.05771E-03 
 6.79000E+00  1.90631E-01  2.62508E-02  2.41931E-02  2.05771E-03 
 6.79500E+00  1.89093E-01  2.59721E-02  2.39144E-02  2.05771E-03 
 6.80000E+00  1.87566E-01  2.56947E-02  2.36370E-02  2.05771E-03 
 6.80500E+00  1.86050E-01  2.54188E-02  2.33611E-02  2.05771E-03 
 6.81000E+00  1.84549E-01  2.51452E-02  2.30875E-02  2.05771E-03 
 6.81500E+00  1.83063E-01  2.48739E-02  2.28162E-02  2.05771E-03 
 6.82000E+00  1.81594E-01  2.46054E-02  2.25477E-02  2.05771E-03 
 6.82500E+00  1.80143E-01  2.43399E-02  2.22822E-02  2.05771E-03 
 6.83000E+00  1.78711E-01  2.40778E-02  2.20201E-02  2.05771E-03 
 6.83500E+00  1.77300E-01  2.38194E-02  2.17617E-02  2.05771E-03 
 6.84000E+00  1.75912E-01  2.35651E-02  2.15074E-02  2.05771E-03 
 6.84500E+00  1.74548E-01  2.33153E-02  2.12576E-02  2.05771E-03 
 6.85000E+00  1.73209E-01  2.30702E-02  2.10125E-02  2.05771E-03 
 6.85500E+00  1.71896E-01  2.28299E-02  2.07722E-02  2.05771E-03 
 6.86000E+00  1.70611E-01  2.25949E-02  2.05372E-02  2.05771E-03 
 6.86500E+00  1.69355E-01  2.23655E-02  2.03078E-02  2.05771E-03 
 6.87000E+00  1.68129E-01  2.21418E-02  2.00841E-02  2.05771E-03 
 6.87500E+00  1.66934E-01  2.19241E-02  1.98664E-02  2.05771E-03 
 6.88000E+00  1.65773E-01  2.17129E-02  1.96552E-02  2.05771E-03 
 6.88500E+00  1.64645E-01  2.15081E-02  1.94504E-02  2.05771E-03 
 6.89000E+00  1.63552E-01  2.13099E-02  1.92522E-02  2.05771E-03 
 6.89500E+00  1.62494E-01  2.11185E-02  1.90608E-02  2.05771E-03 
 6.90000E+00  1.61474E-01  2.09344E-02  1.88767E-02  2.05771E-03 
 6.90500E+00  1.60492E-01  2.07575E-02  1.86998E-02  2.05771E-03 
 6.91000E+00  1.59549E-01  2.05880E-02  1.85303E-02  2.05771E-03 
 6.91500E+00  1.58646E-01  2.04261E-02  1.83684E-02  2.05771E-03 
 6.92000E+00  1.57784E-01  2.02719E-02  1.82142E-02  2.05771E-03 
 6.92500E+00  1.56963E-01  2.01253E-02  1.80676E-02  2.05771E-03 
 6.93000E+00  1.56185E-01  1.99868E-02  1.79291E-02  2.05771E-03 
 6.93500E+00  1.55450E-01  1.98562E-02  1.77985E-02  2.05771E-03 
 6.94000E+00  1.54759E-01  1.97338E-02  1.76761E-02  2.05771E-03 
 6.94500E+00  1.54112E-01  1.96194E-02  1.75617E-02  2.05771E-03 
 6.95000E+00  1.53511E-01  1.95133E-02  1.74556E-02  2.05771E-03 
 6.95500E+00  1.52956E-01  1.94156E-02  1.73579E-02  2.05771E-03 
 6.96000E+00  1.52447E-01  1.93262E-02  1.72685E-02  2.05771E-03 
 6.96500E+00  1.51985E-01  1.92451E-02  1.71874E-02  2.05771E-03 
 6.97000E+00  1.51571E-01  1.91726E-02  1.71149E-02  2.05771E-03 
 6.97500E+00  1.51204E-01  1.91085E-02  1.70508E-02  2.05771E-03 
 6.98000E+00  1.50886E-01  1.90530E-02  1.69953E-02  2.05771E-03 
 6.98500E+00  1.50616E-01  1.90059E-02  1.69482E-02  2.05771E-03 
 6.99000E+00  1.50394E-01  1.89673E-02  1.69096E-02  2.05771E-03 
 6.99500E+00  1.50222E-01  1.89373E-02  1.68796E-02  2.05771E-03 
 7.00000E+00  1.50099E-01  1.89160E-02  1.68583E-02  2.05771E-03 
 7.00500E+00  1.50025E-01  1.89031E-02  1.68454E-02  2.05771E-03 
 7.01000E+00  1.50000E-01  1.88988E-02  1.68411E-02  2.05771E-03 
 7.01500E+00  1.50025E-01  1.89032E-02  1.68455E-02  2.05771E-03 
 7.02000E+00  1.50099E-01  1.89161E-02  1.68584E-02  2.05771E-03 
 7.02500E+00  1.50222E-01  1.89376E-02  1.68799E-02  2.05771E-03 
 7.03000E+00  1.50394E-01  1.89676E-02  1.69099E-02  2.05771E-03 
 7.03500E+00  1.50616E-01  1.90063E-02  1.69486E-02  2.05771E-03 
 7.04000E+00  1.50886E-01  1.90535E-02  1.69958E-02  2.05771E-03 
 7.04500E+00  1.51204E-01  1.91091E-02  1.70514E-02  2.05771E-03 
 7.05000E+00  1.51571E-01  1.91733E-02  1.71156E-02  2.05771E-03 
 7.05500E+00  1.51985E-01  1.92459E-02  1.71882E-02  2.05771E-03 
 7.06000E+00  1.52447E-01  1.93271E-02  1.72694E-02  2.05771E-03 
 7.06500E+00  1.52956E-01  1.94167E-02  1.73590E-02  2.05771E-03 
 7.07000E+00  1.53511E-01  1.95145E-02  1.74568E-02  2.05771E-03 
 7.07500E+00  1.54112E-01  1.96208E-02  1.75631E-02  2.05771E-03 
 7.08000E+00  1.54759E-01  1.97354E-02  1.76776E-02  2.05771E-03 
 7.08500E+00  1.55450E-01  1.98580E-02  1.78003E-02  2.05771E-03 
 7.09000E+00  1.56185E-01  1.99888E-02  1.79311E-02  2.05771E-03 
 7.09500E+00  1.56963E-01  2.01276E-02  1.80698E-02  2.05771E-03 
 7.10000E+00  1.57784E-01  2.02743E-02  1.82166E-02  2.05771E-03 
 7.10500E+00  1.58646E-01  2.04288E-02  1.83711E-02  2.05771E-03 
 7.11000E+00  1.59549E-01  2.05910E-02  1.85333E-02  2.05771E-03 
 7.11500E+00  1.60492E-01  2.07608E-02  1.87031E-02  2.05771E-03 
 7.12000E+00  1.61474E-01  2.09380E-02  1.88803E-02  2.05771E-03 
 7.12500E+00  1.62494E-01  2.11225E-02  1.90648E-02  2.05771E-03 
 7.13000E+00  1.63552E-01  2.13143E-02  1.92566E-02  2.05771E-03 
 7.13500E+00  1.64645E-01  2.15128E-02  1.94551E-02  2.05771E-03 
 7.14000E+00  1.65773E-01  2.17180E-02  1.96603E-02  2.05771E-03 
 7.14500E+00  1.66934E-01  2.19296E-02  1.98719E-02  2.05771E-03 
 7.15000E+00  1.68129E-01  2.21477E-02  2.00900E-02  2.05771E-03 
 7.15500E+00  1.69355E-01  2.23719E-02  2.03141E-02  2.05771E-03 
 7.16000E+00  1.70611E-01  2.26017E-02  2.05440E-02  2.05771E-03 
 7.16500E+00  1.71896E-01  2.28371E-02  2.07794E-02  2.05771E-03 
 7.17000E+00  1.73209E-01  2.30779E-02  2.10202E-02  2.05771E-03 
 7.17500E+00  1.74548E-01  2.33235E-02  2.12658E-02  2.05771E-03 
 7.18000E+00  1.75912E-01  2.35738E-02  2.15161E-02  2.05771E-03 
 7.18500E+00  1.77300E-01  2.38286E-02  2.17709E-02  2.05771E-03 
 7.19000E+00  1.78711E-01  2.40875E-02  2.20298E-02  2.05771E-03 
 7.19500E+00  1.80143E-01  2.43502E-02  2.22925E-02  2.05771E-03 
 7.20000E+00  1.81594E-01  2.46162E-02  2.25585E-02  2.05771E-03 
 7.20500E+00  1.83063E-01  2.48853E-02  2.28276E-02  2.05771E-03 
 7.21000E+00  1.84549E-01  2.51571E-02  2.30994E-02  2.05771E-03 
 7.21500E+00  1.86050E-01  2.54313E-02  2.33736E-02  2.05771E-03 
 7.22000E+00  1.87566E-01  2.57078E-02  2.36501E-02  2.05771E-03 
 7.22500E+00  1.89093E-01  2.59858E-02  2.39281E-02  2.05771E-03 
 7.23000E+00  1.90631E-01  2.62651E-02  2.42074E-02  2.05771E-03 
 7.23500E+00  1.92178E-01  2.65454E-02  2.44877E-02  2.05771E-03 
 7.24000E+00  1.93733E-01  2.68263E-02  2.47686E-02  2.05771E-03 
 7.24500E+00  1.95295E-01  2.71077E-02  2.50500E-02  2.05771E-03 
 7.25000E+00  1.96860E-01  2.73887E-02  2.53310E-02  2.05771E-03 
 7.25500E+00  1.98429E-01  2.76695E-02  2.56118E-02  2.05771E-03 
 7.26000E+00  2.00000E-01  2.79496E-02  2.58918E-02  2.05771E-03 
 7.26500E+00  2.01571E-01  2.82285E-02  2.61708E-02  2.05771E-03 
 7.27000E+00  2.03140E-01  2.85060E-02  2.64483E-02  2.05771E-03 
 7.27500E+00  2.04705E-01  2.87816E-02  2.67239E-02  2.05771E-03 
 7.28000E+00  2.06267E-01  2.90554E-02  2.69977E-02  2.05771E-03 
 7.28500E+00  2.07822E-01  2.93267E-02  2.72690E-02  2.05771E-03 
 7.29000E+00  2.09369E-01  2.95953E-02  2.75376E-02  2.05771E-03 
 7.29500E+00  2.10907E-01  2.98610E-02  2.78032E-02  2.05771E-03 
 7.30000E+00  2.12434E-01  3.01234E-02  2.80657E-02  2.05771E-03 
 7.30500E+00  2.13950E-01  3.03825E-02  2.83248E-02  2.05771E-03 
 7.31000E+00  2.15451E-01  3.06376E-02  2.85799E-02  2.05771E-03 
 7.31500E+00  2.16937E-01  3.08889E-02  2.88311E-02  2.05771E-03 
 7.32000E+00  2.18406E-01  3.11358E-02  2.90781E-02  2.05771E-03 
 7.32500E+00  2.19857E-01  3.13783E-02  2.93206E-02  2.05771E-03 
 7.33000E+00  2.21289E-01  3.16162E-02  2.95585E-02  2.05771E-03 
 7.33500E+00  2.22700E-01  3.18493E-02  2.97916E-02  2.05771E-03 
 7.34000E+00  2.24088E-01  3.20772E-02  3.00195E-02  2.05771E-03 
 7.34500E+00  2.25452E-01  3.22999E-02  3.02422E-02  2.05771E-03 
 7.35000E+00  2.26791E-01  3.25172E-02  3.04595E-02  2.05771E-03 
 7.35500E+00  2.28104E-01  3.27290E-02  3.06713E-02  2.05771E-03 
 7.36000E+00  2.29389E-01  3.29351E-02  3.08774E-02  2.05771E-03 
 7.36500E+00  2.30645E-01  3.31353E-02  3.10776E-02  2.05771E-03 
 7.37000E+00  2.31871E-01  3.33296E-02  3.12719E-02  2.05771E-03 
 7.37500E+00  2.33066E-01  3.35179E-02  3.14602E-02  2.05771E-03 
 7.38000E+00  2.34227E-01  3.36999E-02  3.16422E-02  2.05771E-03 
 7.38500E+00  2.35355E-01  3.38756E-02  3.18179E-02  2.05771E-03 
 7.39000E+00  2.36448E-01  3.40450E-02  3.19873E-02  2.05771E-03 
 7.39500E+00  2.37506E-01  3.42081E-02  3.21504E-02  2.05771E-03 
 7.40000E+00  2.38526E-01  3.43645E-02  3.23068E-02  2.05771E-03 
 7.40500E+00  2.39508E-01  3.45144E-02  3.24567E-02  2.05771E-03 
 7.41000E+00  2.40451E-01  3.46576E-02  3.25999E-02  2.05771E-03 
 7.41500E+00  2.41354E-01  3.47941E-02  3.27363E-02  2.05771E-03 
 7.42000E+00  2.42216E-01  3.49237E-02  3.28660E-02  2.05771E-03 
 7.42500E+00  2.43037E-01  3.50468E-02  3.29890E-02  2.05771E-03 
 7.43000E+00  2.43815E-01  3.51628E-02  3.31051E-02  2.05771E-03 
 7.43500E+00  2.44550E-01  3.52721E-02  3.32144E-02  2.05771E-03 
 7.44000E+00  2.45241E-01  3.53745E-02  3.33168E-02  2.05771E-03 
 7.44500E+00  2.45888E-01  3.54700E-02  3.34123E-02  2.05771E-03 
 7.45000E+00  2.46489E-01  3.55585E-02  3.35008E-02  2.05771E-03 
 7.45500E+00  2.47044E-01  3.56400E-02  3.35823E-02  2.05771E-03 
 7.46000E+00  2.47553E-01  3.57145E-02  3.36568E-02  2.05771E-03 
 7.46500E+00  2.48015E-01  3.57821E-02  3.37244E-02  2.05771E-03 
 7.47000E+00  2.48429E-01  3.58426E-02  3.37849E-02  2.05771E-03 
 7.47500E+00  2.48796E-01  3.58962E-02  3.38385E-02  2.05771E-03 
 7.48000E+00  2.49114E-01  3.59426E-02  3.38849E-02  2.05771E-03 
 7.48500E+00  2.49384E-01  3.59820E-02  3.39243E-02  2.05771E-03 
 7.49000E+00  2.49606E-01  3.60145E-02  3.39568E-02  2.05771E-03 
 7.49500E+00  2.49778E-01  3.60399E-02  3.39822E-02  2.05771E-03 
 7.50000E+00  2.49901E-01  3.60582E-02  3.40005E-02  2.05771E-03 
 7.50500E+00  2.49975E-01  3.60694E-02  3.40117E-02  2.05771E-03 
 7.51000E+00  2.50000E-01  3.60737E-02  3.40160E-02  2.05771E-03 
 7.51500E+00  2.49975E-01  3.60709E-02  3.40131E-02  2.05771E-03 
 7.52000E+00  2.49901E-01  3.60610E-02  3.40033E-02  2.05771E-03 
 7.52500E+00  2.49778E-01  3.60441E-02  3.39864E-02  2.05771E-03 
 7.53000E+00  2.49606E-01  3.60202E-02  3.39625E-02  2.05771E-03 
 7.53500E+00  2.49384E-01  3.59891E-02  3.39314E-02  2.05771E-03 
 7.54000E+00  2.49114E-01  3.59511E-02  3.38934E-02  2.05771E-03 
 7.54500E+00  2.48796E-01  3.59061E-02  3.38484E-02  2.05771E-03 
 7.55000E+00  2.48429E-01  3.58539E-02  3.37962E-02  2.05771E-03 
 7.55500E+00  2.48015E-01  3.57949E-02  3.37372E-02  2.05771E-03 
 7.56000E+00  2.47553E-01  3.57288E-02  3.36711E-02  2.05771E-03 
 7.56500E+00  2.47044E-01  3.56557E-02  3.35980E-02  2.05771E-03 
 7.57000E+00  2.46489E-01  3.55757E-02  3.35180E-02  2.05771E-03 
 7.57500E+00  2.45888E-01  3.54887E-02  3.34310E-02  2.05771E-03 
 7.58000E+00  2.45241E-01  3.53947E-02  3.33370E-02  2.05771E-03 
 7.58500E+00  2.44550E-01  3.52938E-02  3.32361E-02  2.05771E-03 
 7.59000E+00  2.43815E-01  3.51861E-02  3.31284E-02  2.05771E-03 
 7.59500E+00  2.43037E-01  3.50716E-02  3.30139E-02  2.05771E-03 
 7.60000E+00  2.42216E-01  3.49502E-02  3.28925E-02  2.05771E-03 
 7.60500E+00  2.41354E-01  3.48221E-02  3.27644E-02  2.05771E-03 
 7.61000E+00  2.40451E-01  3.46873E-02  3.26296E-02  2.05771E-03 
 7.61500E+00  2.39508E-01  3.45458E-02  3.24881E-02  2.05771E-03 
 7.62000E+00  2.38526E-01  3.43977E-02  3.23400E-02  2.05771E-03 
 7.62500E+00  2.37506E-01  3.42430E-02  3.21853E-02  2.05771E-03 
 7.63000E+00  2.36448E-01  3.40817E-02  3.20240E-02  2.05771E-03 
 7.63500E+00  2.35355E-01  3.39141E-02  3.18564E-02  2.05771E-03 
 7.64000E+00  2.34227E-01  3.37402E-02  3.16824E-02  2.05771E-03 
 7.64500E+00  2.33066E-01  3.35601E-02  3.15024E-02  2.05771E-03 
 7.65000E+00  2.31871E-01  3.33737E-02  3.13160E-02  2.05771E-03 
 7.65500E+00  2.30645E-01  3.31814E-02  3.11237E-02  2.05771E-03 
 7.66000E+00  2.29389E-01  3.29832E-02  3.09255E-02  2.05771E-03 
 7.66500E+00  2.28104E-01  3.27792E-02  3.07215E-02  2.05771E-03 
 7.67000E+00  2.26791E-01  3.25696E-02  3.05119E-02  2.05771E-03 
 7.67500E+00  2.25452E-01  3.23545E-02  3.02968E-02  2.05771E-03 
 7.68000E+00  2.24088E-01  3.21341E-02  3.00764E-02  2.05771E-03 
 7.68500E+00  2.22700E-01  3.19085E-02  2.98507E-02  2.05771E-03 
 7.69000E+00  2.21289E-01  3.16778E-02  2.96200E-02  2.05771E-03 
 7.69500E+00  2.19857E-01  3.14423E-02  2.93845E-02  2.05771E-03 
 7.70000E+00  2.18406E-01  3.12023E-02  2.91446E-02  2.05771E-03 
 7.70500E+00  2.16937E-01  3.09579E-02  2.89002E-02  2.05771E-03 
 7.71000E+00  2.15451E-01  3.07093E-02  2.86516E-02  2.05771E-03 
 7.71500E+00  2.13950E-01  3.04569E-02  2.83992E-02  2.05771E-03 
 7.72000E+00  2.12434E-01  3.02006E-02  2.81429E-02  2.05771E-03 
 7.72500E+00  2.10907E-01  2.99410E-02  2.78833E-02  2.05771E-03 
 7.73000E+00  2.09369E-01  2.96783E-02  2.76206E-02  2.05771E-03 
 7.73500E+00  2.07822E-01  2.94127E-02  2.73550E-02  2.05771E-03 
 7.74000E+00  2.06267E-01  2.91445E-02  2.70868E-02  2.05771E-03 
 7.74500E+00  2.04705E-01  2.88739E-02  2.68162E-02  2.05771E-03 
 7.75000E+00  2.03140E-01  2.86015E-02  2.65438E-02  2.05771E-03 
 7.75500E+00  2.01571E-01  2.83274E-02  2.62696E-02  2.05771E-03 
 7.76000E+00  2.00000E-01  2.80518E-02  2.59940E-02  2.05771E-03 
 7.76500E+00  1.98429E-01  2.77751E-02  2.57174E-02  2.05771E-03 
 7.77000E+00  1.96860E-01  2.74979E-02  2.54402E-02  2.05771E-03 
 7.77500E+00  1.95295E-01  2.72205E-02  2.51627E-02  2.05771E-03 
 7.78000E+00  1.93733E-01  2.69427E-02  2.48850E-02  2.05771E-03 
 7.78500E+00  1.92178E-01  2.66655E-02  2.46078E-02  2.05771E-03 
 7.79000E+00  1.90631E-01  2.63890E-02  2.43313E-02  2.05771E-03 
 7.79500E+00  1.89093E-01  2.61135E-02  2.40558E-02  2.05771E-03 
 7.80000E+00  1.87566E-01  2.58394E-02  2.37817E-02  2.05771E-03 
 7.80500E+00  1.86050E-01  2.55669E-02  2.35092E-02  2.05771E-03 
 7.81000E+00  1.84549E-01  2.52966E-02  2.32389E-02  2.05771E-03 
 7.81500E+00  1.83063E-01  2.50288E-02  2.29711E-02  2.05771E-03 
 7.82000E+00  1.81594E-01  2.47637E-02  2.27060E-02  2.05771E-03 
 7.82500E+00  1.80143E-01  2.45018E-02  2.24441E-02  2.05771E-03 
 7.83000E+00  1.78711E-01  2.42432E-02  2.21855E-02  2.05771E-03 
 7.83500E+00  1.77300E-01  2.39883E-02  2.19306E-02  2.05771E-03 
 7.84000E+00  1.75912E-01  2.37377E-02  2.16800E-02  2.05771E-03 
 7.84500E+00  1.74548E-01  2.34915E-02  2.14338E-02  2.05771E-03 
 7.85000E+00  1.73209E-01  2.32499E-02  2.11922E-02  2.05771E-03 
 7.85500E+00  1.71896E-01  2.30132E-02  2.09555E-02  2.05771E-03 
 7.86000E+00  1.70611E-01  2.27819E-02  2.07242E-02  2.05771E-03 
 7.86500E+00  1.69355E-01  2.25560E-02  2.04983E-02  2.05771E-03 
 7.87000E+00  1.68129E-01  2.23359E-02  2.02782E-02  2.05771E-03 
 7.87500E+00  1.66934E-01  2.21217E-02  2.00640E-02  2.05771E-03 
 7.88000E+00  1.65773E-01  2.19140E-02  1.98562E-02  2.05771E-03 
 7.88500E+00  1.64645E-01  2.17125E-02  1.96548E-02  2.05771E-03 
 7.89000E+00  1.63552E-01  2.15178E-02  1.94601E-02  2.05771E-03 
 7.89500E+00  1.62494E-01  2.13297E-02  1.92720E-02  2.05771E-03 
 7.90000E+00  1.61474E-01  2.11488E-02  1.90911E-02  2.05771E-03 
 7.90500E+00  1.60492E-01  2.09750E-02  1.89173E-02  2.05771E-03 
 7.91000E+00  1.59549E-01  2.08086E-02  1.87509E-02  2.05771E-03 
 7.91500E+00  1.58646E-01  2.06496E-02  1.85919E-02  2.05771E-03 
 7.92000E+00  1.57784E-01  2.04983E-02  1.84406E-02  2.05771E-03 
 7.92500E+00  1.56963E-01  2.03545E-02  1.82968E-02  2.05771E-03 
 7.93000E+00  1.56185E-01  2.02186E-02  1.81609E-02  2.05771E-03 
 7.93500E+00  1.55450E-01  2.00906E-02  1.80329E-02  2.05771E-03 
 7.94000E+00  1.54759E-01  1.99705E-02  1.79128E-02  2.05771E-03 
 7.94500E+00  1.54112E-01  1.98584E-02  1.78007E-02  2.05771E-03 
 7.95000E+00  1.53511E-01  1.97544E-02  1.76967E-02  2.05771E-03 
 7.95500E+00  1.52956E-01  1.96587E-02  1.76010E-02  2.05771E-03 
 7.96000E+00  1.52447E-01  1.95710E-02  1.75133E-02  2.05771E-03 
 7.96500E+00  1.51985E-01  1.94916E-02  1.74339E-02  2.05771E-03 
 7.97000E+00  1.51571E-01  1.94206E-02  1.73629E-02  2.05771E-03 
 7.97500E+00  1.51204E-01  1.93578E-02  1.73001E-02  2.05771E-03 
 7.98000E+00  1.50886E-01  1.93034E-02  1.72457E-02  2.05771E-03 
 7.98500E+00  1.50616E-01  1.92573E-02  1.71996E-02  2.05771E-03 
 7.99000E+00  1.50394E-01  1.92194E-02  1.71617E-02  2.05771E-03 
 7.99500E+00  1.50222E-01  1.91901E-02  1.71324E-02  2.05771E-03 
 8.00000E+00  1.50099E-01  1.91691E-02  1.71114E-02  2.05771E-03 
 8.00500E+00  1.50025E-01  1.91565E-02  1.70988E-02  2.05771E-03 
 8.01000E+00  1.50000E-01  1.91522E-02  1.70945E-02  2.05771E-03 
 8.01500E+00  1.50025E-01  1.91565E-02  1.70988E-02  2.05771E-03 
 8.02000E+00  1.50099E-01  1.91691E-02  1.71113E-02  2.05771E-03 
 8.02500E+00  1.50222E-01  1.91900E-02  1.71323E-02  2.05771E-03 
 8.03000E+00  1.50394E-01  1.92193E-02  1.71616E-02  2.05771E-03 
 8.03500E+00  1.50616E-01  1.92571E-02  1.71994E-02  2.05771E-03 
 8.04000E+00  1.50886E-01  1.93032E-02  1.72455E-02  2.05771E-03 
 8.04500E+00  1.51204E-01  1.93576E-02  1.72999E-02  2.05771E-03 
 8.05000E+00  1.51571E-01  1.94205E-02  1.73627E-02  2.05771E-03 
 8.05500E+00  1.51985E-01  1.94915E-02  1.74338E-02  2.05771E-03 
 8.06000E+00  1.52447E-01  1.95709E-02  1.75132E-02  2.05771E-03 
 8.06500E+00  1.52956E-01  1.96586E-02  1.76009E-02  2.05771E-03 
 8.07000E+00  1.53511E-01  1.97544E-02  1.76967E-02  2.05771E-03 
 8.07500E+00  1.54112E-01  1.98584E-02  1.78007E-02  2.05771E-03 
 8.08000E+00  1.54759E-01  1.99707E-02  1.79130E-02  2.05771E-03 
 8.08500E+00  1.55450E-01  2.00908E-02  1.80331E-02  2.05771E-03 
 8.09000E+00  1.56185E-01  2.02190E-02  1.81613E-02  2.05771E-03 
 8.09500E+00  1.56963E-01  2.03550E-02  1.82973E-02  2.05771E-03 
 8.10000E+00  1.57784E-01  2.04990E-02  1.84413E-02  2.05771E-03 
 8.10500E+00  1.58646E-01  2.06505E-02  1.85928E-02  2.05771E-03 
 8.11000E+00  1.59549E-01  2.08097E-02  1.87520E-02  2.05771E-03 
 8.11500E+00  1.60492E-01  2.09763E-02  1.89186E-02  2.05771E-03 
 8.12000E+00  1.61474E-01  2.11503E-02  1.90926E-02  2.05771E-03 
 8.12500E+00  1.62494E-01  2.13315E-02  1.92738E-02  2.05771E-03 
 8.13000E+00  1.63552E-01  2.15198E-02  1.94621E-02  2.05771E-03 
 8.13500E+00  1.64645E-01  2.17149E-02  1.96572E-02  2.05771E-03 
